"time","Average_SWP","Average_PP","Average_DF","date_time","Time","mean_sap_flow"
1,1.1688,0.86799,0.5708,2022-01-01,2022-01-01,1.018395
1.0208,1.8954,1.343,0.90829,2022-01-01 00:30:00,2022-01-01 00:30:00,1.6192
1.0417,2.0126,1.3348,1.0127,2022-01-01 01:00:00,2022-01-01 01:00:00,1.6737
1.0625,0.21156,0.18022,0.12783,2022-01-01 01:30:00,2022-01-01 01:30:00,0.19589
1.0833,0.0091516,0.046861,0.016524,2022-01-01 02:00:00,2022-01-01 02:00:00,0.0280063
1.1042,0.083305,0.12597,0.057154,2022-01-01 02:30:00,2022-01-01 02:30:00,0.1046375
1.125,0.13178,0.12186,0.083708,2022-01-01 03:00:00,2022-01-01 03:00:00,0.12682
1.1458,0.15703,0.13394,0.095701,2022-01-01 03:30:00,2022-01-01 03:30:00,0.145485
1.1667,0.033517,0.11603,0.047657,2022-01-01 04:00:00,2022-01-01 04:00:00,0.0747735
1.1875,0.26292,0.20603,0.15825,2022-01-01 04:30:00,2022-01-01 04:30:00,0.234475
1.2083,0.84147,0.58701,0.44861,2022-01-01 05:00:00,2022-01-01 05:00:00,0.71424
1.2292,0.79784,0.52176,0.45924,2022-01-01 05:30:00,2022-01-01 05:30:00,0.6598
1.25,0.22504,0.15998,0.1834,2022-01-01 06:00:00,2022-01-01 06:00:00,0.19251
1.2708,2.017,1.4213,1.0905,2022-01-01 06:30:00,2022-01-01 06:30:00,1.71915
1.2917,1.0297,0.73275,0.66989,2022-01-01 07:00:00,2022-01-01 07:00:00,0.881225
1.3125,1.4817,1.2397,0.8565,2022-01-01 07:30:00,2022-01-01 07:30:00,1.3607
1.3333,0.13588,0.37917,0.18793,2022-01-01 08:00:00,2022-01-01 08:00:00,0.257525
1.3542,0.33635,0.60938,0.26881,2022-01-01 08:30:00,2022-01-01 08:30:00,0.472865
1.375,0.34269,0.78568,0.31648,2022-01-01 09:00:00,2022-01-01 09:00:00,0.564185
1.3958,2.5445,2.5427,1.4492,2022-01-01 09:30:00,2022-01-01 09:30:00,2.5436
1.4167,2.5938,2.5321,1.5403,2022-01-01 10:00:00,2022-01-01 10:00:00,2.56295
1.4375,3.4766,3.1292,2.0774,2022-01-01 10:30:00,2022-01-01 10:30:00,3.3029
1.4583,3.0213,2.6353,1.8258,2022-01-01 11:00:00,2022-01-01 11:00:00,2.8283
1.4792,0.67752,0.9574,0.55472,2022-01-01 11:30:00,2022-01-01 11:30:00,0.81746
1.5,2.9157,2.7468,1.7447,2022-01-01 12:00:00,2022-01-01 12:00:00,2.83125
1.5208,2.5136,2.3771,1.6335,2022-01-01 12:30:00,2022-01-01 12:30:00,2.44535
1.5417,2.9682,2.6192,1.8421,2022-01-01 13:00:00,2022-01-01 13:00:00,2.7937
1.5625,3.0763,2.5585,1.8367,2022-01-01 13:30:00,2022-01-01 13:30:00,2.8174
1.5833,3.0365,2.5574,1.7504,2022-01-01 14:00:00,2022-01-01 14:00:00,2.79695
1.6042,3.0469,2.4465,1.7559,2022-01-01 14:30:00,2022-01-01 14:30:00,2.7467
1.625,2.5874,2.0262,1.5929,2022-01-01 15:00:00,2022-01-01 15:00:00,2.3068
1.6458,2.3917,1.7755,1.486,2022-01-01 15:30:00,2022-01-01 15:30:00,2.0836
1.6667,2.3938,1.8009,1.486,2022-01-01 16:00:00,2022-01-01 16:00:00,2.09735
1.6875,2.596,1.8384,1.5621,2022-01-01 16:30:00,2022-01-01 16:30:00,2.2172
1.7083,2.5849,1.7315,1.5519,2022-01-01 17:00:00,2022-01-01 17:00:00,2.1582
1.7292,2.3959,1.4339,1.4608,2022-01-01 17:30:00,2022-01-01 17:30:00,1.9149
1.75,2.5336,1.379,1.4959,2022-01-01 18:00:00,2022-01-01 18:00:00,1.9563
1.7708,2.5903,1.3946,1.5468,2022-01-01 18:30:00,2022-01-01 18:30:00,1.99245
1.7917,2.6324,1.4628,1.5947,2022-01-01 19:00:00,2022-01-01 19:00:00,2.0476
1.8125,2.7156,1.5033,1.6444,2022-01-01 19:30:00,2022-01-01 19:30:00,2.10945
1.8333,2.7719,1.5309,1.7046,2022-01-01 20:00:00,2022-01-01 20:00:00,2.1514
1.8542,2.8203,1.5978,1.7729,2022-01-01 20:30:00,2022-01-01 20:30:00,2.20905
1.875,2.8867,1.5546,1.7949,2022-01-01 21:00:00,2022-01-01 21:00:00,2.22065
1.8958,2.9456,1.5747,1.8496,2022-01-01 21:30:00,2022-01-01 21:30:00,2.26015
1.9167,2.9196,1.5946,1.8575,2022-01-01 22:00:00,2022-01-01 22:00:00,2.2571
1.9375,3.0157,1.5974,1.9055,2022-01-01 22:30:00,2022-01-01 22:30:00,2.30655
1.9583,3.078,1.6632,1.9459,2022-01-01 23:00:00,2022-01-01 23:00:00,2.3706
1.9792,3.0328,1.6193,1.8978,2022-01-01 23:30:00,2022-01-01 23:30:00,2.32605
2,0.4037,0.3448,0.22497,2022-01-02,2022-01-02,0.37425
2.0208,0.42157,0.34083,0.21245,2022-01-02 00:30:00,2022-01-02 00:30:00,0.3812
2.0417,0.074464,0.13804,0.072667,2022-01-02 01:00:00,2022-01-02 01:00:00,0.106252
2.0625,0.026928,0.078953,0.035897,2022-01-02 01:30:00,2022-01-02 01:30:00,0.0529405
2.0833,0,0.061223,0.027521,2022-01-02 02:00:00,2022-01-02 02:00:00,0.0306115
2.1042,0.18688,0.17168,0.093512,2022-01-02 02:30:00,2022-01-02 02:30:00,0.17928
2.125,0.17595,0.24684,0.098803,2022-01-02 03:00:00,2022-01-02 03:00:00,0.211395
2.1458,0.14862,0.12209,0.077935,2022-01-02 03:30:00,2022-01-02 03:30:00,0.135355
2.1667,0.27605,0.2244,0.11314,2022-01-02 04:00:00,2022-01-02 04:00:00,0.250225
2.1875,0.21783,0.17381,0.096574,2022-01-02 04:30:00,2022-01-02 04:30:00,0.19582
2.2083,0.17343,0.134,0.068351,2022-01-02 05:00:00,2022-01-02 05:00:00,0.153715
2.2292,0.20508,0.16334,0.049465,2022-01-02 05:30:00,2022-01-02 05:30:00,0.18421
2.25,0.24979,0.1994,0.071976,2022-01-02 06:00:00,2022-01-02 06:00:00,0.224595
2.2708,0.18923,0.13962,0.032527,2022-01-02 06:30:00,2022-01-02 06:30:00,0.164425
2.2917,0.15511,0.14451,0.019704,2022-01-02 07:00:00,2022-01-02 07:00:00,0.14981
2.3125,0.11749,0.14644,0,2022-01-02 07:30:00,2022-01-02 07:30:00,0.131965
2.3333,0.12165,1.3632,0,2022-01-02 08:00:00,2022-01-02 08:00:00,0.742425
2.3542,0.13957,1.4178,0,2022-01-02 08:30:00,2022-01-02 08:30:00,0.778685
2.375,0,0.49464,0,2022-01-02 09:00:00,2022-01-02 09:00:00,0.24732
2.3958,2.1396,0.14553,0,2022-01-02 09:30:00,2022-01-02 09:30:00,1.142565
2.4167,0.19268,0,0,2022-01-02 10:00:00,2022-01-02 10:00:00,0.09634
2.4375,0.51737,0,0,2022-01-02 10:30:00,2022-01-02 10:30:00,0.258685
2.4583,0.21363,0,0,2022-01-02 11:00:00,2022-01-02 11:00:00,0.106815
2.4792,0.18038,0,0,2022-01-02 11:30:00,2022-01-02 11:30:00,0.09019
2.5,0.28439,0,0,2022-01-02 12:00:00,2022-01-02 12:00:00,0.142195
2.5208,0.34102,0,0.0030183,2022-01-02 12:30:00,2022-01-02 12:30:00,0.17051
2.5417,0.26619,0,0.47175,2022-01-02 13:00:00,2022-01-02 13:00:00,0.133095
2.5625,0.37045,0,0.59039,2022-01-02 13:30:00,2022-01-02 13:30:00,0.185225
2.5833,0.57364,0,0.37017,2022-01-02 14:00:00,2022-01-02 14:00:00,0.28682
2.6042,0.73563,0,0.32176,2022-01-02 14:30:00,2022-01-02 14:30:00,0.367815
2.625,0.78647,0,0.35061,2022-01-02 15:00:00,2022-01-02 15:00:00,0.393235
2.6458,0.76088,0,0.32176,2022-01-02 15:30:00,2022-01-02 15:30:00,0.38044
2.6667,0.81891,0,0.30287,2022-01-02 16:00:00,2022-01-02 16:00:00,0.409455
2.6875,0.84525,0.0024815,0.27504,2022-01-02 16:30:00,2022-01-02 16:30:00,0.42386575
2.7083,0.88537,0.0040917,0.33131,2022-01-02 17:00:00,2022-01-02 17:00:00,0.44473085
2.7292,0.82547,0.0096319,0.41005,2022-01-02 17:30:00,2022-01-02 17:30:00,0.41755095
2.75,0.86521,0.011656,0.43037,2022-01-02 18:00:00,2022-01-02 18:00:00,0.438433
2.7708,0.94005,0.011656,0.5034,2022-01-02 18:30:00,2022-01-02 18:30:00,0.475853
2.7917,1.1273,0.0096319,0.5248,2022-01-02 19:00:00,2022-01-02 19:00:00,0.56846595
2.8125,1.1803,0.011656,0.59039,2022-01-02 19:30:00,2022-01-02 19:30:00,0.595978
2.8333,1.2895,0.025118,0.59039,2022-01-02 20:00:00,2022-01-02 20:00:00,0.657309
2.8542,1.2579,0.022739,0.59039,2022-01-02 20:30:00,2022-01-02 20:30:00,0.6403195
2.875,1.354,0.025118,0.61271,2022-01-02 21:00:00,2022-01-02 21:00:00,0.689559
2.8958,1.3378,0.022739,0.59039,2022-01-02 21:30:00,2022-01-02 21:30:00,0.6802695
2.9167,1.2816,0.018133,0.60152,2022-01-02 22:00:00,2022-01-02 22:00:00,0.6498665
2.9375,1.3622,0.025118,0.59039,2022-01-02 22:30:00,2022-01-02 22:30:00,0.693659
2.9583,1.3869,0.013751,0.5683,2022-01-02 23:00:00,2022-01-02 23:00:00,0.7003255
2.9792,1.354,0.011656,0.54644,2022-01-02 23:30:00,2022-01-02 23:30:00,0.682828
3,0.15704,0.035314,0.10444,2022-01-03,2022-01-03,0.096177
3.0208,0.17004,0.030698,0.092252,2022-01-03 00:30:00,2022-01-03 00:30:00,0.100369
3.0417,0.067119,0.028757,0.074779,2022-01-03 01:00:00,2022-01-03 01:00:00,0.047938
3.0625,0.062928,0.027856,0.063661,2022-01-03 01:30:00,2022-01-03 01:30:00,0.045392
3.0833,0.060533,0.01501,0.04094,2022-01-03 02:00:00,2022-01-03 02:00:00,0.0377715
3.1042,0.046721,0.039586,0.031574,2022-01-03 02:30:00,2022-01-03 02:30:00,0.0431535
3.125,0,0.012176,0.045928,2022-01-03 03:00:00,2022-01-03 03:00:00,0.006088
3.1458,0.052622,0.060734,0.10441,2022-01-03 03:30:00,2022-01-03 03:30:00,0.056678
3.1667,0.15379,0.22198,0.22202,2022-01-03 04:00:00,2022-01-03 04:00:00,0.187885
3.1875,0.16795,0.13991,0.19288,2022-01-03 04:30:00,2022-01-03 04:30:00,0.15393
3.2083,0.12336,0.21913,0.16895,2022-01-03 05:00:00,2022-01-03 05:00:00,0.171245
3.2292,0.14831,0.27821,0.1679,2022-01-03 05:30:00,2022-01-03 05:30:00,0.21326
3.25,0.15727,0.26321,0.18368,2022-01-03 06:00:00,2022-01-03 06:00:00,0.21024
3.2708,0.2443,0.27,0.23777,2022-01-03 06:30:00,2022-01-03 06:30:00,0.25715
3.2917,0.789,0.57555,0.4825,2022-01-03 07:00:00,2022-01-03 07:00:00,0.682275
3.3125,1.835,1.2895,1.0442,2022-01-03 07:30:00,2022-01-03 07:30:00,1.56225
3.3333,2.0111,1.3605,1.1343,2022-01-03 08:00:00,2022-01-03 08:00:00,1.6858
3.3542,1.3888,0.92832,0.82376,2022-01-03 08:30:00,2022-01-03 08:30:00,1.15856
3.375,1.5782,1.0483,0.82376,2022-01-03 09:00:00,2022-01-03 09:00:00,1.31325
3.3958,1.815,1.1424,0.87137,2022-01-03 09:30:00,2022-01-03 09:30:00,1.4787
3.4167,1.917,1.2878,0.89548,2022-01-03 10:00:00,2022-01-03 10:00:00,1.6024
3.4375,1.6143,1.2411,0.77695,2022-01-03 10:30:00,2022-01-03 10:30:00,1.4277
3.4583,0.9161,1.1852,0.57638,2022-01-03 11:00:00,2022-01-03 11:00:00,1.05065
3.4792,0.97894,1.4613,0.58708,2022-01-03 11:30:00,2022-01-03 11:30:00,1.22012
3.5,1.047,1.7512,0.50298,2022-01-03 12:00:00,2022-01-03 12:00:00,1.3991
3.5208,0.853,1.7626,0.4825,2022-01-03 12:30:00,2022-01-03 12:30:00,1.3078
3.5417,0.6188,1.7287,0.4126,2022-01-03 13:00:00,2022-01-03 13:00:00,1.17375
3.5625,0.65376,1.6285,0.33621,2022-01-03 13:30:00,2022-01-03 13:30:00,1.14113
3.5833,0.57339,1.6392,0.2995,2022-01-03 14:00:00,2022-01-03 14:00:00,1.106295
3.6042,0.5663,1.5283,0.31773,2022-01-03 14:30:00,2022-01-03 14:30:00,1.0473
3.625,0.53002,1.4426,0.32694,2022-01-03 15:00:00,2022-01-03 15:00:00,0.98631
3.6458,0.63368,1.3904,0.34555,2022-01-03 15:30:00,2022-01-03 15:30:00,1.01204
3.6667,0.58116,1.2322,0.36441,2022-01-03 16:00:00,2022-01-03 16:00:00,0.90668
3.6875,0.64494,1.2379,0.4126,2022-01-03 16:30:00,2022-01-03 16:30:00,0.94142
3.7083,0.67095,2.5993,0.42241,2022-01-03 17:00:00,2022-01-03 17:00:00,1.635125
3.7292,0.66819,1.9808,0.4522,2022-01-03 17:30:00,2022-01-03 17:30:00,1.324495
3.75,0.69671,0.8058,0.50298,2022-01-03 18:00:00,2022-01-03 18:00:00,0.751255
3.7708,0.74633,0.69688,0.5446,2022-01-03 18:30:00,2022-01-03 18:30:00,0.721605
3.7917,0.75041,0.61194,0.57638,2022-01-03 19:00:00,2022-01-03 19:00:00,0.681175
3.8125,0.85301,0.70537,0.6195,2022-01-03 19:30:00,2022-01-03 19:30:00,0.77919
3.8333,0.91972,0.74598,0.66345,2022-01-03 20:00:00,2022-01-03 20:00:00,0.83285
3.8542,1.0961,0.78319,0.71956,2022-01-03 20:30:00,2022-01-03 20:30:00,0.939645
3.875,1.0568,0.79032,0.75384,2022-01-03 21:00:00,2022-01-03 21:00:00,0.92356
3.8958,1.2473,0.81541,0.78858,2022-01-03 21:30:00,2022-01-03 21:30:00,1.031355
3.9167,1.1796,0.79249,0.81198,2022-01-03 22:00:00,2022-01-03 22:00:00,0.986045
3.9375,1.3019,0.73503,0.83559,2022-01-03 22:30:00,2022-01-03 22:30:00,1.018465
3.9583,1.2328,0.72731,0.83559,2022-01-03 23:00:00,2022-01-03 23:00:00,0.980055
3.9792,1.1612,0.73315,0.87137,2022-01-03 23:30:00,2022-01-03 23:30:00,0.947175
4,0.12157,0.14647,0,2022-01-04,2022-01-04,0.13402
4.0208,0.16273,0.12753,0.0074374,2022-01-04 00:30:00,2022-01-04 00:30:00,0.14513
4.0417,0.21079,0.1258,0.0074374,2022-01-04 01:00:00,2022-01-04 01:00:00,0.168295
4.0625,0.11324,0.14443,0.023043,2022-01-04 01:30:00,2022-01-04 01:30:00,0.128835
4.0833,0.25921,0.13417,0.031803,2022-01-04 02:00:00,2022-01-04 02:00:00,0.19669
4.1042,0.22322,0.1138,0.037868,2022-01-04 02:30:00,2022-01-04 02:30:00,0.16851
4.125,0.22621,0.10135,0.041829,2022-01-04 03:00:00,2022-01-04 03:00:00,0.16378
4.1458,0.19704,0.11062,0.044149,2022-01-04 03:30:00,2022-01-04 03:30:00,0.15383
4.1667,0.16447,0.060956,0.075705,2022-01-04 04:00:00,2022-01-04 04:00:00,0.112713
4.1875,0.1279,0.092967,0.11785,2022-01-04 04:30:00,2022-01-04 04:30:00,0.1104335
4.2083,0.14029,0.14156,0.12233,2022-01-04 05:00:00,2022-01-04 05:00:00,0.140925
4.2292,0.16647,0.09032,0.081103,2022-01-04 05:30:00,2022-01-04 05:30:00,0.128395
4.25,0.10408,0.027523,0.023631,2022-01-04 06:00:00,2022-01-04 06:00:00,0.0658015
4.2708,0.063913,0.022375,0.01006,2022-01-04 06:30:00,2022-01-04 06:30:00,0.043144
4.2917,0.059707,0.02572,0.011368,2022-01-04 07:00:00,2022-01-04 07:00:00,0.0427135
4.3125,0.10339,0.018956,0.0029347,2022-01-04 07:30:00,2022-01-04 07:30:00,0.061173
4.3333,0.10469,0.008604,0.0068949,2022-01-04 08:00:00,2022-01-04 08:00:00,0.056647
4.3542,0.18072,0.0024744,0,2022-01-04 08:30:00,2022-01-04 08:30:00,0.0915972
4.375,0.2405,0.0098126,0.011368,2022-01-04 09:00:00,2022-01-04 09:00:00,0.1251563
4.3958,0.28134,0.065076,0.0068949,2022-01-04 09:30:00,2022-01-04 09:30:00,0.173208
4.4167,0.32906,0.19602,0,2022-01-04 10:00:00,2022-01-04 10:00:00,0.26254
4.4375,0.34402,0.55752,0,2022-01-04 10:30:00,2022-01-04 10:30:00,0.45077
4.4583,0.21483,0.73451,0,2022-01-04 11:00:00,2022-01-04 11:00:00,0.47467
4.4792,0.19548,0.71844,0.0029347,2022-01-04 11:30:00,2022-01-04 11:30:00,0.45696
4.5,0.21483,2.2408,0.032376,2022-01-04 12:00:00,2022-01-04 12:00:00,1.227815
4.5208,0.31578,0.77856,0.076477,2022-01-04 12:30:00,2022-01-04 12:30:00,0.54717
4.5417,0.23299,2.2832,0.29423,2022-01-04 13:00:00,2022-01-04 13:00:00,1.258095
4.5625,0.24996,2.3534,1.0585,2022-01-04 13:30:00,2022-01-04 13:30:00,1.30168
4.5833,0.22126,2.6132,1.4131,2022-01-04 14:00:00,2022-01-04 14:00:00,1.41723
4.6042,0.25844,2.439,1.6311,2022-01-04 14:30:00,2022-01-04 14:30:00,1.34872
4.625,0.24032,2.2928,1.7764,2022-01-04 15:00:00,2022-01-04 15:00:00,1.26656
4.6458,0.27818,2.1909,1.8852,2022-01-04 15:30:00,2022-01-04 15:30:00,1.23454
4.6667,0.28934,2.0325,1.8383,2022-01-04 16:00:00,2022-01-04 16:00:00,1.16092
4.6875,0.3662,1.948,1.6718,2022-01-04 16:30:00,2022-01-04 16:30:00,1.1571
4.7083,0.35712,1.7998,1.4154,2022-01-04 17:00:00,2022-01-04 17:00:00,1.07846
4.7292,0.32896,1.5754,1.1455,2022-01-04 17:30:00,2022-01-04 17:30:00,0.95218
4.75,0.32537,1.2722,0.85551,2022-01-04 18:00:00,2022-01-04 18:00:00,0.798785
4.7708,0.30794,1.1099,0.65928,2022-01-04 18:30:00,2022-01-04 18:30:00,0.70892
4.7917,0.2818,1.01,0.50609,2022-01-04 19:00:00,2022-01-04 19:00:00,0.6459
4.8125,0.26303,0.95953,0.39713,2022-01-04 19:30:00,2022-01-04 19:30:00,0.61128
4.8333,0.29397,0.94021,0.32483,2022-01-04 20:00:00,2022-01-04 20:00:00,0.61709
4.8542,0.29868,0.92485,0.26644,2022-01-04 20:30:00,2022-01-04 20:30:00,0.611765
4.875,0.33128,0.94329,0.20419,2022-01-04 21:00:00,2022-01-04 21:00:00,0.637285
4.8958,0.30554,0.96021,0.17305,2022-01-04 21:30:00,2022-01-04 21:30:00,0.632875
4.9167,0.33381,0.98029,0.15176,2022-01-04 22:00:00,2022-01-04 22:00:00,0.65705
4.9375,0.29534,0.98045,0.12483,2022-01-04 22:30:00,2022-01-04 22:30:00,0.637895
4.9583,0.3116,0.97064,0.099366,2022-01-04 23:00:00,2022-01-04 23:00:00,0.64112
4.9792,0.27317,0.98151,0.086723,2022-01-04 23:30:00,2022-01-04 23:30:00,0.62734
5,0.042993,0.052922,0.02457,2022-01-05,2022-01-05,0.0479575
5.0208,0.082307,0.057938,0.019421,2022-01-05 00:30:00,2022-01-05 00:30:00,0.0701225
5.0417,0.0865,0.079467,0.019421,2022-01-05 01:00:00,2022-01-05 01:00:00,0.0829835
5.0625,0.090791,0.11281,0.019421,2022-01-05 01:30:00,2022-01-05 01:30:00,0.1018005
5.0833,0.10466,0.10237,0.019421,2022-01-05 02:00:00,2022-01-05 02:00:00,0.103515
5.1042,0.072035,0.056608,0.006901,2022-01-05 02:30:00,2022-01-05 02:30:00,0.0643215
5.125,0.12186,0.092696,0.012369,2022-01-05 03:00:00,2022-01-05 03:00:00,0.107278
5.1458,0.060384,0.023199,0.02058,2022-01-05 03:30:00,2022-01-05 03:30:00,0.0417915
5.1667,0.081136,0.039274,0.051465,2022-01-05 04:00:00,2022-01-05 04:00:00,0.060205
5.1875,0.15051,0.034646,0.069482,2022-01-05 04:30:00,2022-01-05 04:30:00,0.092578
5.2083,0.14681,0.055641,0.10272,2022-01-05 05:00:00,2022-01-05 05:00:00,0.1012255
5.2292,0.24965,0.11309,0.15427,2022-01-05 05:30:00,2022-01-05 05:30:00,0.18137
5.25,0.26792,0.12477,0.18234,2022-01-05 06:00:00,2022-01-05 06:00:00,0.196345
5.2708,0.23798,0.12146,0.18851,2022-01-05 06:30:00,2022-01-05 06:30:00,0.17972
5.2917,0.019735,0.0070559,0.0691,2022-01-05 07:00:00,2022-01-05 07:00:00,0.01339545
5.3125,0,0.00093536,0.063201,2022-01-05 07:30:00,2022-01-05 07:30:00,0.00046768
5.3333,0,0,0.063201,2022-01-05 08:00:00,2022-01-05 08:00:00,0
5.3542,0,0,0.050405,2022-01-05 08:30:00,2022-01-05 08:30:00,0
5.375,0,0,0.050405,2022-01-05 09:00:00,2022-01-05 09:00:00,0
5.3958,0.032623,0,0.044234,2022-01-05 09:30:00,2022-01-05 09:30:00,0.0163115
5.4167,0.0541,0,0.032405,2022-01-05 10:00:00,2022-01-05 10:00:00,0.02705
5.4375,0.024368,0.23099,0.016228,2022-01-05 10:30:00,2022-01-05 10:30:00,0.127679
5.4583,0.1584,0,0.056731,2022-01-05 11:00:00,2022-01-05 11:00:00,0.0792
5.4792,0.46416,0.033055,0.14219,2022-01-05 11:30:00,2022-01-05 11:30:00,0.2486075
5.5,1.2997,0.57222,0.30365,2022-01-05 12:00:00,2022-01-05 12:00:00,0.93596
5.5208,2.3055,0.46554,0.58455,2022-01-05 12:30:00,2022-01-05 12:30:00,1.38552
5.5417,3.3478,0.51063,0.98307,2022-01-05 13:00:00,2022-01-05 13:00:00,1.929215
5.5625,4.8333,0.56063,1.7659,2022-01-05 13:30:00,2022-01-05 13:30:00,2.696965
5.5833,5.07,0.72344,2.2841,2022-01-05 14:00:00,2022-01-05 14:00:00,2.89672
5.6042,5.2319,0.75707,2.5633,2022-01-05 14:30:00,2022-01-05 14:30:00,2.994485
5.625,5.1762,0.73467,2.6352,2022-01-05 15:00:00,2022-01-05 15:00:00,2.955435
5.6458,4.9723,0.62356,2.4046,2022-01-05 15:30:00,2022-01-05 15:30:00,2.79793
5.6667,4.8781,0.47917,2.0836,2022-01-05 16:00:00,2022-01-05 16:00:00,2.678635
5.6875,4.7514,0.33083,1.6746,2022-01-05 16:30:00,2022-01-05 16:30:00,2.541115
5.7083,4.8162,0.21104,1.2721,2022-01-05 17:00:00,2022-01-05 17:00:00,2.51362
5.7292,4.9477,0.10096,0.88397,2022-01-05 17:30:00,2022-01-05 17:30:00,2.52433
5.75,4.1242,0.07667,0.5954,2022-01-05 18:00:00,2022-01-05 18:00:00,2.100435
5.7708,3.3949,0.068481,0.40848,2022-01-05 18:30:00,2022-01-05 18:30:00,1.7316905
5.7917,2.8833,0.065798,0.28542,2022-01-05 19:00:00,2022-01-05 19:00:00,1.474549
5.8125,2.4174,0.063139,0.22379,2022-01-05 19:30:00,2022-01-05 19:30:00,1.2402695
5.8333,2.0357,0.060505,0.20684,2022-01-05 20:00:00,2022-01-05 20:00:00,1.0481025
5.8542,1.63,0.060505,0.17385,2022-01-05 20:30:00,2022-01-05 20:30:00,0.8452525
5.875,1.4062,0.057896,0.16581,2022-01-05 21:00:00,2022-01-05 21:00:00,0.732048
5.8958,1.1399,0.052755,0.14998,2022-01-05 21:30:00,2022-01-05 21:30:00,0.5963275
5.9167,0.97742,0.050224,0.1345,2022-01-05 22:00:00,2022-01-05 22:00:00,0.513822
5.9375,0.83424,0.050224,0.1269,2022-01-05 22:30:00,2022-01-05 22:30:00,0.442232
5.9583,0.72884,0.047721,0.11198,2022-01-05 23:00:00,2022-01-05 23:00:00,0.3882805
5.9792,0.62895,0.045246,0.11198,2022-01-05 23:30:00,2022-01-05 23:30:00,0.337098
6,0.56654,0.016534,0.092021,2022-01-06,2022-01-06,0.291537
6.0208,0.50569,0.022878,0.085415,2022-01-06 00:30:00,2022-01-06 00:30:00,0.264284
6.0417,0.40709,0.016771,0.0727,2022-01-06 01:00:00,2022-01-06 01:00:00,0.2119305
6.0625,0.34656,0.025582,0.073278,2022-01-06 01:30:00,2022-01-06 01:30:00,0.186071
6.0833,0.26617,0.024616,0.05546,2022-01-06 02:00:00,2022-01-06 02:00:00,0.145393
6.1042,0.24137,0.034166,0.050249,2022-01-06 02:30:00,2022-01-06 02:30:00,0.137768
6.125,0.19896,0.0237,0.030929,2022-01-06 03:00:00,2022-01-06 03:00:00,0.11133
6.1458,0.14337,0.029804,0.027957,2022-01-06 03:30:00,2022-01-06 03:30:00,0.086587
6.1667,0.11697,0.029026,0.022316,2022-01-06 04:00:00,2022-01-06 04:00:00,0.072998
6.1875,0.07038,0.02586,0.019912,2022-01-06 04:30:00,2022-01-06 04:30:00,0.04812
6.2083,0.065519,0.018805,0.011877,2022-01-06 05:00:00,2022-01-06 05:00:00,0.042162
6.2292,0.058507,0.016365,0.014186,2022-01-06 05:30:00,2022-01-06 05:30:00,0.037436
6.25,0.0099117,0.026297,0.010048,2022-01-06 06:00:00,2022-01-06 06:00:00,0.01810435
6.2708,0.027688,0.020181,0.0029719,2022-01-06 06:30:00,2022-01-06 06:30:00,0.0239345
6.2917,0.014127,0.016584,0.016419,2022-01-06 07:00:00,2022-01-06 07:00:00,0.0153555
6.3125,0.019211,0.026059,0.016419,2022-01-06 07:30:00,2022-01-06 07:30:00,0.022635
6.3333,0.019757,0.017368,0.0069823,2022-01-06 08:00:00,2022-01-06 08:00:00,0.0185625
6.3542,0.016874,0.0072181,0,2022-01-06 08:30:00,2022-01-06 08:30:00,0.01204605
6.375,0.044032,0.0022198,0,2022-01-06 09:00:00,2022-01-06 09:00:00,0.0231259
6.3958,0.19764,0.014217,0,2022-01-06 09:30:00,2022-01-06 09:30:00,0.1059285
6.4167,0.77378,0.12956,0,2022-01-06 10:00:00,2022-01-06 10:00:00,0.45167
6.4375,1.8013,0.7265,0.060469,2022-01-06 10:30:00,2022-01-06 10:30:00,1.2639
6.4583,3.3689,1.7096,0.56633,2022-01-06 11:00:00,2022-01-06 11:00:00,2.53925
6.4792,6.3756,1.9271,1.636,2022-01-06 11:30:00,2022-01-06 11:30:00,4.15135
6.5,4.699,1.7976,2.8774,2022-01-06 12:00:00,2022-01-06 12:00:00,3.2483
6.5208,3.8113,1.6117,3.4114,2022-01-06 12:30:00,2022-01-06 12:30:00,2.7115
6.5417,6.076,1.6831,3.149,2022-01-06 13:00:00,2022-01-06 13:00:00,3.87955
6.5625,5.9026,1.7206,3.5078,2022-01-06 13:30:00,2022-01-06 13:30:00,3.8116
6.5833,4.6687,1.7207,3.5805,2022-01-06 14:00:00,2022-01-06 14:00:00,3.1947
6.6042,3.9994,1.5804,2.8254,2022-01-06 14:30:00,2022-01-06 14:30:00,2.7899
6.625,3.4094,1.1672,2.2216,2022-01-06 15:00:00,2022-01-06 15:00:00,2.2883
6.6458,3.0837,1.2787,1.9703,2022-01-06 15:30:00,2022-01-06 15:30:00,2.1812
6.6667,2.6714,1.0497,1.7093,2022-01-06 16:00:00,2022-01-06 16:00:00,1.86055
6.6875,2.2483,0.80214,1.3195,2022-01-06 16:30:00,2022-01-06 16:30:00,1.52522
6.7083,1.7312,0.60234,0.93441,2022-01-06 17:00:00,2022-01-06 17:00:00,1.16677
6.7292,1.2754,0.4623,0.63414,2022-01-06 17:30:00,2022-01-06 17:30:00,0.86885
6.75,0.76753,0.34087,0.40491,2022-01-06 18:00:00,2022-01-06 18:00:00,0.5542
6.7708,0.38638,0.32509,0.27859,2022-01-06 18:30:00,2022-01-06 18:30:00,0.355735
