Day of Year,Pinus strobiformis Average Sap flow,Pinus strobiformis sd, Pinus ponderosa Avg. sap flow,Pinus ponderosa sd, Pseudotsuga menziesii Avg. sap flow, Pseudotsuga menziesii sd,Pinus strobiformis  Sensor M1S,Pinus strobiformis Sensor M2N, Pinus strobiformis Sensor M2S, Pinus ponderosa Sensor P1N, Pinus ponderosa Sensor P3S, Pinus ponderosa Sensor P3N,Pseudotsuga menziesii Sensor D1S,Pseudotsuga menziesii Sensor D2S
73.062,0.071512,0.057358,0.062996,0.030884,0.04316,0.013566,0.053435,0.025371,0.13573,0.097395,0.037652,0.053941,0.033567,0.052753
73.083,0.064172,0.034625,0.049547,0.035397,0.028192,0.019683,0.053435,0.036187,0.10289,0.082541,0.012158,0.053941,0.014274,0.04211
73.104,0.060566,0.03925,0.10447,0.12558,0.028192,0.019683,0.053435,0.025371,0.10289,0.24878,0.020044,0.044583,0.014274,0.04211
73.125,0.04599,0.023806,0.023243,0.015994,0.021055,0.029776,0.040557,0.025371,0.072043,0.02896,0.0051754,0.035593,0,0.04211
73.146,0.038218,0.029574,0.13563,0.16334,0.019021,0.018308,0.017241,0.025371,0.072043,0.32412,0.047164,0.035593,0.0060755,0.031967
73.167,0.032354,0.013608,0.080334,0.04368,0.018344,0.0057558,0.017241,0.036187,0.043635,0.082541,0.12287,0.035593,0.014274,0.022414
73.188,0.031834,0.015255,0.067433,0.036331,0.013934,0.00048051,0.017241,0.047674,0.030587,0.097395,0.077881,0.027023,0.014274,0.013595
73.208,0.028533,0.020247,0.024283,0.015354,0.01003,0.0060017,0.0073371,0.047674,0.030587,0.041311,0.020044,0.011494,0.014274,0.0057865
73.229,0.028533,0.020247,0.022853,0.030181,0.0071371,0.010093,0.0073371,0.047674,0.030587,0,0.057065,0.011494,0.014274,0
73.25,0.020968,0.02313,0.01521,0.01232,0.0030377,0.004296,0.0073371,0.047674,0.0078924,0.02896,0.0051754,0.011494,0.0060755,0
73.271,0.015891,0.027524,0.018143,0.031425,0,0,0,0.047674,0,0.05443,0,0,0,0
73.292,0.012062,0.020893,0.0096532,0.01672,0,0,0,0.036187,0,0.02896,0,0,0,0
73.312,0.012062,0.020893,0.027514,0.047655,0,0,0,0.036187,0,0.082541,0,0,0,0
73.333,0.0051288,0.0088833,0.0058537,0.010139,0,0,0,0.015386,0,0.017561,0,0,0,0
73.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73.396,0,0,0.068913,0.062785,0,0,0,0,0,0,0.12287,0.083871,0,0
73.417,0,0,0.31247,0.2666,0.011207,0.015849,0,0,0,0.0074733,0.50113,0.4288,0,0.022414
73.438,0,0,0.548,0.3932,0.58246,0.53848,0,0,0,0.097395,0.82153,0.72507,0.2017,0.96322
73.458,0.02701,0.046783,0.6818,0.47091,1.7187,0.58922,0.08103,0,0,0.14462,1.0234,0.87739,1.302,2.1353
73.479,0.132,0.22863,0.75325,0.4742,3.1285,0.52851,0.396,0,0,0.21279,1.0996,0.94736,2.7548,3.5022
73.5,0.35441,0.60704,0.91738,0.52821,3.9008,0.039724,1.0553,0,0.0078924,0.32412,1.3366,1.0914,3.9289,3.8727
73.521,0.48263,0.4779,1.139,0.46301,4.7236,0.70527,0.95565,0,0.49225,0.61743,1.5016,1.2979,5.2223,4.2249
73.542,0.58274,0.41161,1.359,0.34215,5.34,1.251,0.69525,0.12658,0.9264,0.97419,1.6288,1.474,6.2246,4.4554
73.562,1.6311,1.1201,1.6021,0.21138,5.8455,1.5848,2.44,0.35262,2.1007,1.3689,1.7811,1.6564,6.9661,4.7249
73.583,2.3571,1.6036,1.7702,0.0104,6.2855,0.90283,3.4737,0.51952,3.0781,1.769,1.7811,1.7604,6.9238,5.6471
73.604,3.2121,2.1585,1.8059,0.09851,6.6813,0.82608,4.3942,0.72082,4.5213,1.919,1.7591,1.7394,7.2654,6.0971
73.625,3.6382,2.4891,1.7836,0.17038,6.4228,1.2528,4.2745,0.89262,5.7474,1.9801,1.6936,1.6771,7.3087,5.537
73.646,4.0134,2.7152,1.6489,0.15632,5.8961,1.2163,4.6788,1.0273,6.334,1.8286,1.5437,1.5746,6.7561,5.036
73.667,4.0796,2.6617,1.455,0.12985,5.5023,1.4806,4.7614,1.1433,6.334,1.5939,1.3366,1.4344,6.5492,4.4554
73.688,3.6375,2.2327,1.2387,0.054064,5.3622,2.6305,4.2349,1.1669,5.5107,1.2601,1.1772,1.2787,7.2223,3.5022
73.708,3.0339,1.7248,1.0691,0.073999,5.4731,3.5357,3.4371,1.1433,4.5213,0.99936,1.0613,1.1467,7.9732,2.973
73.729,2.4149,1.3036,0.90702,0.087797,4.4929,2.9663,2.6034,1.0273,3.6141,0.82669,0.89362,1.0007,6.5903,2.3954
73.75,1.8633,0.94762,0.73882,0.076502,3.2542,1.8666,1.9112,0.89262,2.786,0.70859,0.68204,0.82581,4.5741,1.9342
73.771,1.3009,0.61427,0.53579,0.070801,1.9761,0.85871,1.3156,0.67932,1.9076,0.57301,0.45414,0.58022,2.5833,1.3689
73.792,0.81867,0.38409,0.32138,0.13084,1.1445,0.45366,0.8826,0.40662,1.1668,0.46547,0.21,0.28866,1.4653,0.82368
73.812,0.51194,0.28214,0.15262,0.15338,0.67239,0.30374,0.67262,0.18616,0.67704,0.32412,0.028585,0.10514,0.88717,0.45762
73.833,0.39622,0.26165,0.14263,0.20962,0.48274,0.15302,0.62792,0.11246,0.44828,0.3833,0,0.044583,0.59094,0.37454
73.854,0.32155,0.25193,0.13408,0.21604,0.32835,0.068313,0.56227,0.059728,0.34265,0.3833,0,0.018949,0.37665,0.28004
73.875,0.2355,0.16491,0.12777,0.2213,0.23438,0.0399,0.35659,0.047674,0.30223,0.3833,0,0,0.2626,0.20617
73.896,0.23554,0.17577,0.13613,0.23157,0.23353,0.065778,0.396,0.047674,0.26294,0.40351,0,0.0048931,0.18702,0.28004
73.917,0.22914,0.17462,0.13613,0.23157,0.21224,0.09589,0.396,0.047674,0.24375,0.40351,0,0.0048931,0.14443,0.28004
73.938,0.20326,0.14598,0.12777,0.2213,0.15468,0.052767,0.33723,0.047674,0.22488,0.3833,0,0,0.11737,0.19199
73.958,0.16831,0.12342,0.12777,0.2213,0.1279,0.051458,0.28063,0.036187,0.18812,0.3833,0,0,0.091509,0.16428
73.979,0.13484,0.096743,0.12111,0.20977,0.077194,0.0026737,0.20886,0.025371,0.17027,0.36334,0,0,0.079085,0.075303
74,0.1353,0.078476,0.10615,0.097253,0.15331,0.01387,0.11089,0.071926,0.22308,0.21468,0.076881,0.026898,0.1435,0.16311
74.021,0.11511,0.078331,0.099303,0.101,0.13322,0.0046759,0.081205,0.059436,0.20468,0.21468,0.056333,0.026898,0.12991,0.13653
74.042,0.089664,0.069272,0.10972,0.095826,0.11372,0.03225,0.040644,0.059436,0.16891,0.21468,0.087598,0.026898,0.090919,0.13653
74.062,0.083888,0.059374,0.10615,0.097253,0.10094,0.014166,0.040644,0.059436,0.15158,0.21468,0.076881,0.026898,0.090919,0.11095
74.083,0.068688,0.045532,0.084934,0.084102,0.076559,0.014079,0.028493,0.059436,0.11813,0.17961,0.056333,0.018862,0.066604,0.086514
74.104,0.03469,0.033085,0.054231,0.06631,0.053658,0.01375,0.0073529,0.025247,0.07147,0.1296,0.028219,0.0048705,0.043935,0.063381
74.125,0.038278,0.032119,0.056581,0.050317,0.048158,0.0059712,0.0073529,0.036011,0.07147,0.11371,0.037169,0.018862,0.043935,0.05238
74.146,0.042088,0.032392,0.051429,0.041573,0.037582,0.0059829,0.0073529,0.047441,0.07147,0.098256,0.037169,0.018862,0.033352,0.041813
74.167,0.022845,0.021744,0.038787,0.040254,0.037882,0.020503,0,0.025247,0.043288,0.08327,0.028219,0.0048705,0.023384,0.05238
74.188,0.040695,0.014329,0.047999,0.025992,0.032599,0.013031,0.05355,0.025247,0.043288,0.068802,0.056333,0.018862,0.023384,0.041813
74.208,0.018046,0.011932,0.015363,0.012515,0.0097677,0.0052767,0.017278,0.0065166,0.030344,0.029214,0.012003,0.0048705,0.0060366,0.013499
74.229,0.030137,0.023518,0.018872,0.0075147,0.0099642,0.0059657,0.05355,0.0065166,0.030344,0.017715,0.012003,0.026898,0.014183,0.0057458
74.25,0.034653,0.030519,0.015733,0.010988,0.0070913,0.010029,0.067097,0.0065166,0.030344,0.0075389,0.028219,0.011441,0.014183,0
74.271,0.0094975,0.01645,0,0,0,0,0.028493,0,0,0,0,0,0,0
74.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.333,0,0,0.017143,0.025591,0.043257,0.061175,0,0,0,0,0.046559,0.0048705,0,0.086514
74.354,0,0,0.24517,0.22705,0.2022,0.28595,0,0,0,0,0.4482,0.28731,0,0.40439
74.375,0,0,0.84399,0.59786,1.1117,0.97066,0,0,0,0.17961,1.3386,1.0138,0.42533,1.798
74.396,0.13783,0.12105,1.2661,0.70758,3.3323,1.3977,0.22687,0,0.18662,0.46966,1.8222,1.5066,2.344,4.3206
74.417,1.3361,1.1159,1.4445,0.70462,5.8778,0.61531,2.4134,0.18525,1.4095,0.64574,1.9778,1.7101,5.4427,6.3128
74.438,2.9311,1.9191,1.5797,0.68318,8.0581,0.46284,4.5265,0.8015,3.4653,0.81004,2.1144,1.8146,7.7308,8.3854
74.458,4.5647,2.9064,1.6066,0.69426,8.428,0.37235,6.9528,1.3286,5.4126,0.85862,2.2304,1.7308,8.6913,8.1647
74.479,5.1381,2.9512,1.7314,0.61835,7.9522,0.84608,7.3532,1.7879,6.2734,1.0599,2.2773,1.857,8.5505,7.3539
74.5,5.3458,2.7767,1.9177,0.58757,8.5556,1.2841,6.8055,2.1437,7.0882,1.2991,2.4683,1.9858,9.4636,7.6476
74.521,5.236,3.1612,2.0647,0.48069,8.9269,1.3244,4.5265,2.4899,8.6917,1.5799,2.5412,2.0731,9.8634,7.9904
74.542,5.3852,3.557,2.1627,0.32562,8.724,0.97612,3.7426,2.9464,9.4667,1.8762,2.5168,2.0951,9.4142,8.0338
74.562,6.2304,3.1545,2.2951,0.25569,8.564,0.99432,5.7713,3.3306,9.5892,2.1557,2.5902,2.1394,9.2671,7.8609
74.583,6.6,3.1939,2.267,0.18608,8.6094,0.31678,6.7568,3.3306,9.7126,2.2838,2.4441,2.0731,8.8334,8.3854
74.604,7.4474,3.8136,2.2777,0.2361,7.8203,0.8351,7.8171,3.4625,11.063,2.3815,2.4441,2.0075,8.4108,7.2298
74.625,6.8779,3.6279,2.2407,0.22679,6.9071,1.1649,6.3728,3.5291,10.732,2.3162,2.4201,1.9858,7.7308,6.0834
74.646,6.1311,2.7931,2.143,0.16129,6.5387,1.0679,5.7262,3.5626,9.1045,2.1875,2.2773,1.9641,7.2938,5.7836
74.667,5.216,1.9972,1.9067,0.14056,6.4753,1.3411,4.8989,3.3963,7.3528,1.8157,2.0686,1.8357,7.4236,5.527
74.688,4.7929,1.5954,1.7352,0.19675,7.086,2.8099,4.6082,3.2979,6.4726,1.5225,1.9106,1.7726,9.0729,5.0991
74.708,4.1753,1.273,1.4623,0.24034,7.326,3.876,3.933,3.0408,5.5521,1.1911,1.6491,1.5467,10.067,4.5853
74.729,3.705,1.2023,1.3274,0.25405,5.8048,2.5988,3.3365,2.7301,5.0484,1.0341,1.4812,1.4668,7.6424,3.9672
74.75,3.074,1.0432,1.1336,0.19556,4.291,1.3654,2.6096,2.3436,4.2688,0.90791,1.2393,1.2535,5.2565,3.3255
74.771,2.0957,0.85919,0.69522,0.063274,2.8041,0.14854,1.5948,1.6046,3.0878,0.62303,0.74104,0.7216,2.9092,2.6991
74.792,1.2058,0.54964,0.3809,0.043554,1.8339,0.016542,0.78929,0.99942,1.8288,0.42775,0.37332,0.34164,1.8455,1.8222
74.812,0.61376,0.22548,0.24787,0.12368,1.2162,0.04477,0.43727,0.53624,0.86778,0.38674,0.20729,0.14958,1.2479,1.1846
74.833,0.35366,0.063326,0.21666,0.15204,0.76999,0.014108,0.37701,0.28197,0.402,0.38674,0.16929,0.093947,0.77997,0.76002
74.854,0.22486,0.067261,0.1951,0.17211,0.47427,0.019869,0.2999,0.17,0.20468,0.38674,0.14488,0.053691,0.46022,0.48832
74.875,0.15664,0.045825,0.1951,0.17211,0.32419,0.067407,0.20932,0.12596,0.13465,0.38674,0.14488,0.053691,0.27652,0.37185
74.896,0.10398,0.035751,0.18413,0.17963,0.21697,0.044077,0.14227,0.098195,0.07147,0.38674,0.12129,0.044377,0.18581,0.24814
74.917,0.081512,0.056574,0.17061,0.17375,0.17504,0.08263,0.14227,0.071926,0.030344,0.36659,0.10982,0.035428,0.11661,0.23347
74.938,0.073368,0.063098,0.16696,0.15905,0.13384,0.060698,0.14227,0.059436,0.0184,0.34668,0.10982,0.044377,0.090919,0.17676
74.958,0.069844,0.06782,0.16321,0.16118,0.10815,0.058758,0.14227,0.059436,0.00783,0.34668,0.098582,0.044377,0.066604,0.1497
74.979,0.038179,0.034494,0.17006,0.15551,0.077444,0.047388,0.067097,0.047441,0,0.34668,0.10982,0.053691,0.043935,0.11095
75,0.08923,0.058837,0.028286,0.048993,0.16782,0.14763,0.14119,0.025346,0.10115,0.084859,0,0,0.27221,0.063437
75.021,0.062524,0.023356,0.033847,0.044291,0.13424,0.13067,0.080595,0.036152,0.070826,0.084859,0.0051712,0.011512,0.22664,0.04185
75.042,0.053375,0.017338,0.032124,0.046031,0.11452,0.11703,0.053149,0.036152,0.070826,0.084859,0,0.011512,0.19728,0.03177
75.062,0.048608,0.010919,0.043753,0.048945,0.10539,0.12994,0.053149,0.036152,0.056524,0.10013,0.012148,0.018979,0.19728,0.013511
75.083,0.040318,0.014576,0.033747,0.031679,0.084211,0.099986,0.028279,0.036152,0.056524,0.070113,0.012148,0.018979,0.15491,0.013511
75.104,0.035777,0.007317,0.030088,0.015906,0.070707,0.080888,0.028279,0.036152,0.042899,0.042468,0.012148,0.035648,0.1279,0.013511
75.125,0.020243,0.0044522,0.030088,0.015906,0.064159,0.071627,0.017149,0.025346,0.018235,0.042468,0.012148,0.035648,0.11481,0.013511
75.146,0.016959,0.0090912,0.054622,0.030014,0.053877,0.068061,0.007298,0.025346,0.018235,0.070113,0.020028,0.073726,0.102,0.0057508
75.167,0.016959,0.0090912,0.042074,0.021852,0.038681,0.054704,0.007298,0.025346,0.018235,0.042468,0.020028,0.063726,0.077363,0
75.188,0.013468,0.010289,0.03526,0.026663,0.027096,0.03832,0.007298,0.025346,0.0077597,0.055955,0.0051712,0.044652,0.054193,0
75.208,0,0,0.043706,0.017777,0.016419,0.02322,0,0,0,0.02977,0.037621,0.063726,0.032839,0
75.229,0.0047673,0.0041732,0.053632,0.027695,0.011512,0.016281,0,0.0065421,0.0077597,0.02977,0.047126,0.084002,0.023025,0
75.25,0.0021807,0.0037771,0.044019,0.025734,0.0098578,0.0058081,0,0.0065421,0,0.02977,0.028562,0.073726,0.013965,0.0057508
75.271,0.0021807,0.0037771,0.025291,0.033835,0,0,0,0.0065421,0,0,0.012148,0.063726,0,0
75.292,0.0051238,0.0088746,0.016608,0.024424,0.0067554,0.0095536,0,0.015371,0,0,0.0051712,0.044652,0,0.013511
75.312,0,0,0,0,0.020925,0.029592,0,0,0,0,0,0,0,0.04185
75.333,0,0,0,0,0.11684,0.16523,0,0,0,0,0,0,0,0.23368
75.354,0,0,0.053931,0.048655,0.31791,0.34019,0,0,0,0,0.06726,0.094532,0.077363,0.55846
75.375,0,0,0.39325,0.34143,1.1481,0.62064,0,0,0,0,0.61423,0.56551,0.70926,1.587
75.396,0.0143,0.024768,0.67497,0.58463,3.0114,0.57493,0,0,0.042899,0,1.0225,1.0024,2.6049,3.418
75.417,0.67535,0.60099,0.82568,0.69945,5.1862,0.016243,1.229,0.036152,0.76094,0.018052,1.2353,1.2237,5.1977,5.1747
75.438,1.5724,1.051,0.85196,0.72266,7.0336,0.17276,2.3937,0.38805,1.9355,0.018052,1.2952,1.2427,7.1558,6.9115
75.458,2.4412,1.491,0.9382,0.76815,7.5932,0.73474,3.5258,0.74104,3.0569,0.055955,1.4586,1.3001,8.1127,7.0737
75.479,2.9995,1.7052,1.1114,0.83564,7.8469,1.1512,4.2089,1.0492,3.7403,0.14869,1.6489,1.5367,8.6609,7.0329
75.5,3.6232,2.0492,1.3288,0.84797,8.6439,1.5168,5.1087,1.2854,4.4756,0.35339,1.8907,1.7423,9.7164,7.5714
75.521,3.8284,2.159,1.5541,0.81703,9.2949,1.5234,4.1306,1.5342,5.8205,0.61225,2.0727,1.9773,10.372,8.2177
75.542,4.0675,2.5263,1.6563,0.7002,8.9324,1.3197,3.4165,1.9305,6.8556,0.85071,2.119,1.9991,9.8655,7.9992
75.562,4.8866,2.6495,1.7779,0.63375,8.8985,1.0868,4.7731,2.2957,7.591,1.0547,2.2362,2.0429,9.667,8.1299
75.583,5.404,2.8071,1.882,0.51798,9.2831,0.68282,5.5421,2.5303,8.1394,1.2974,2.2837,2.0649,9.766,8.8003
75.604,5.8901,3.2205,1.7536,0.40546,8.6792,0.7767,5.9912,2.6203,9.0589,1.2974,2.0727,1.8908,9.2284,8.1299
75.625,5.9564,3.2917,1.9039,0.4822,8.2621,1.0959,5.5863,2.8653,9.4175,1.3812,2.3314,1.9991,9.037,7.4872
75.646,5.5949,2.7792,1.7956,0.49325,7.8339,0.84324,5.4981,2.8653,8.4211,1.2423,2.1891,1.9555,8.4302,7.2377
75.667,4.979,2.1984,1.5802,0.52807,7.3977,1.1385,5.1942,2.6808,7.0619,0.97689,1.9583,1.8055,8.2028,6.5926
75.688,4.2647,1.7068,1.3947,0.64307,7.0456,2.0881,4.6089,2.4121,5.7732,0.65839,1.846,1.6798,8.5221,5.5691
75.708,3.6716,1.3521,1.2566,0.67707,6.498,2.6033,4.0144,2.1812,4.8193,0.47879,1.7139,1.5772,8.3388,4.6572
75.729,3.0637,1.1391,1.1041,0.66961,5.4691,2.2075,3.3084,1.8222,4.0606,0.33334,1.5423,1.4367,7.03,3.9081
75.75,2.3116,0.86439,0.86151,0.58775,4.3266,1.7004,2.4579,1.3834,3.0935,0.18305,1.2155,1.186,5.5289,3.1242
75.771,1.6345,0.62522,0.68274,0.49125,3.2197,1.3729,1.7534,0.95839,2.1918,0.11589,0.94789,0.98446,4.1905,2.2489
75.792,0.8602,0.35016,0.39819,0.34484,2.1402,0.97674,0.99956,0.46182,1.1192,0,0.59769,0.59688,2.8309,1.4496
75.812,0.43794,0.20849,0.24013,0.20828,1.3195,0.736,0.51662,0.20156,0.59563,0,0.3485,0.37188,1.8399,0.79906
75.833,0.30286,0.12936,0.28952,0.22575,0.84675,0.60172,0.35465,0.15563,0.39831,0.02977,0.43835,0.40045,1.2722,0.42127
75.854,0.28691,0.10093,0.31017,0.22513,0.60491,0.5455,0.26085,0.20156,0.39831,0.070113,0.5166,0.34379,0.99064,0.21918
75.875,0.30399,0.099939,0.39893,0.24948,0.48292,0.54341,0.24286,0.24978,0.41932,0.14869,0.64764,0.40045,0.86716,0.09867
75.896,0.14888,0.081839,0.26333,0.22124,0.31509,0.37147,0.080595,0.12645,0.2396,0.042468,0.48495,0.26257,0.57776,0.052426
75.917,0.072392,0.0723,0.16849,0.1672,0.24238,0.29784,0.007298,0.059669,0.15021,0.018052,0.3485,0.13891,0.45298,0.03177
75.938,0.049593,0.050604,0.17871,0.18673,0.19535,0.26813,0,0.047627,0.10115,0.0076819,0.37794,0.15052,0.38494,0.0057508
75.958,0.039484,0.036108,0.19309,0.19651,0.17067,0.23323,0,0.047627,0.070826,0,0.39285,0.18642,0.33559,0.0057508
75.979,0.039484,0.036108,0.1916,0.19317,0.1678,0.2373,0,0.047627,0.070826,0.0076819,0.39285,0.17428,0.33559,0
76,0.005026,0.0043607,0.21224,0.14211,0.03785,0.0088354,0.0072746,0,0.0078035,0.36536,0.18675,0.084593,0.044097,0.031602
76.021,0.01018,0.004582,0.19368,0.15799,0.027817,0.0080019,0.0072746,0.015462,0.0078035,0.36536,0.16128,0.054404,0.033475,0.022158
76.042,0.013525,0.01037,0.18718,0.18215,0.022814,0.00092762,0.0072746,0.025495,0.0078035,0.38545,0.14884,0.027255,0.02347,0.022158
76.062,0.020996,0.023309,0.19041,0.17316,0.027817,0.0080019,0.0072746,0.047909,0.0078035,0.36536,0.18675,0.019112,0.033475,0.022158
76.083,0.022609,0.032635,0.1724,0.17405,0.027817,0.0080019,0,0.060022,0.0078035,0.36536,0.12459,0.027255,0.033475,0.022158
76.104,0.028307,0.027857,0.14903,0.17462,0.018197,0.0056029,0.017094,0.060022,0.0078035,0.34552,0.089981,0.011593,0.014235,0.022158
76.125,0.025705,0.030924,0.12583,0.14707,0.014109,0.011384,0.017094,0.060022,0,0.28751,0.089981,0,0.0060588,0.022158
76.146,0.040563,0.040395,0.14123,0.13871,0.018197,0.0056029,0.028189,0.085698,0.0078035,0.28751,0.12459,0.011593,0.014235,0.022158
76.167,0.040563,0.040395,0.14524,0.13816,0.013837,0.0005622,0.028189,0.085698,0.0078035,0.28751,0.1366,0.011593,0.014235,0.01344
76.188,0.045053,0.04796,0.12894,0.10499,0.014595,0.012551,0.028189,0.099167,0.0078035,0.21397,0.16128,0.011593,0.02347,0.0057206
76.208,0.049668,0.055797,0.12728,0.10081,0.014595,0.012551,0.028189,0.11301,0.0078035,0.19633,0.17392,0.011593,0.02347,0.0057206
76.229,0.053675,0.053881,0.09929,0.10599,0.0058897,0.00023912,0.04021,0.11301,0.0078035,0.21397,0.078971,0.004935,0.0060588,0.0057206
76.25,0.049668,0.055797,0.012726,0.022041,0.0028603,0.0040451,0.028189,0.11301,0.0078035,0,0.038177,0,0,0.0057206
76.271,0.066174,0.055621,0.0097061,0.016812,0,0,0.052978,0.12721,0.018338,0.029118,0,0,0,0
76.292,0.089922,0.064029,0.019888,0.030274,0,0,0.1097,0.14173,0.018338,0.054729,0,0.004935,0,0
76.312,0.080112,0.055899,0.015491,0.022692,0,0,0.09479,0.12721,0.018338,0.041538,0,0.004935,0,0
76.333,0.055345,0.048005,0.022858,0.039592,0,0,0.080336,0.085698,0,0.068575,0,0,0,0
76.354,0.051074,0.057284,0.032644,0.056541,0,0,0.04021,0.11301,0,0.097931,0,0,0,0
76.375,0.024212,0.041937,0,0,0,0,0,0.072636,0,0,0,0,0,0
76.396,0.0084985,0.01472,0,0,0,0,0,0.025495,0,0,0,0,0,0
76.417,0.005154,0.008927,0.018741,0.018001,0,0,0,0.015462,0,0,0.020323,0.035898,0,0
76.438,0,0,0.20519,0.17847,0.043066,0.060905,0,0,0,0,0.32439,0.29117,0,0.086133
76.458,0.005698,0.0098692,0.44168,0.38363,0.77846,0.44761,0.017094,0,0,0,0.69186,0.63318,0.46195,1.095
76.479,0.18578,0.32178,0.59145,0.51258,2.6908,0.66853,0.55734,0,0,0,0.90659,0.86778,2.218,3.1635
76.5,0.71138,1.1039,0.74175,0.57105,4.4392,0.36311,1.9831,0,0.15107,0.082996,1.0962,1.0461,4.1824,4.6959
76.521,0.96171,0.7846,0.80876,0.59221,5.221,0.45402,1.633,0.099167,1.153,0.12917,1.2144,1.0827,5.5421,4.9
76.542,1.5643,1.048,1.0451,0.53967,5.7685,1.131,1.633,0.48362,2.5763,0.42631,1.4185,1.2903,6.5682,4.9688
76.562,2.8727,1.9412,1.2436,0.42093,6.2042,1.6492,3.261,0.7668,4.5904,0.75958,1.5239,1.4474,7.3703,5.038
76.583,4.0039,2.8062,1.4372,0.17354,7.4157,1.6612,4.5513,0.96429,6.4961,1.2405,1.5026,1.5685,8.5904,6.2411
76.604,4.7177,3.4217,1.3272,0.043652,7.4971,0.89112,5.39,1.0097,7.7533,1.3769,1.295,1.3097,8.1272,6.867
76.625,4.9276,3.5803,1.3633,0.16242,7.0362,0.90687,5.0895,1.269,8.4242,1.5457,1.2344,1.3097,7.6774,6.3949
76.646,5.05,3.296,1.3302,0.206,6.8275,0.82923,5.5211,1.5439,8.0851,1.5457,1.1352,1.3097,7.4138,6.2411
76.667,4.6209,2.7107,1.1878,0.15581,6.5836,1.1741,5.2603,1.6476,6.9547,1.3493,1.0383,1.1759,7.4138,5.7533
76.688,4.1918,2.2254,1.0116,0.092684,7.0024,2.5805,4.7965,1.7266,6.0523,1.0821,0.90659,1.0461,8.8271,5.1778
76.708,3.6663,1.7476,0.80044,0.20967,7.0865,3.2852,4.1544,1.7266,5.118,0.57623,0.83342,0.99167,9.4095,4.7635
76.729,2.908,1.3496,0.59035,0.21724,5.6356,2.0279,3.261,1.4171,4.046,0.36536,0.60676,0.79891,7.0696,4.2017
76.75,2.0647,0.96225,0.36565,0.24221,4.1002,1.2015,2.2904,1.0097,2.8941,0.097931,0.42944,0.56959,4.9498,3.2506
76.771,1.1374,0.6121,0.18769,0.067668,2.4233,0.62102,1.3572,0.44579,1.6093,0.16203,0.1366,0.26444,2.8624,1.9842
76.792,0.52192,0.35443,0.052143,0.068089,1.3865,0.41229,0.71172,0.11301,0.74104,0.12917,0,0.027255,1.678,1.095
76.812,0.26386,0.23144,0.037779,0.065435,0.82634,0.23057,0.43251,0,0.35909,0.11334,0,0,0.98937,0.6633
76.833,0.16684,0.14716,0.032644,0.056541,0.5292,0.084947,0.2782,0,0.22231,0.097931,0,0,0.58926,0.46913
76.854,0.12516,0.11443,0.037779,0.065435,0.34918,0.037359,0.22443,0,0.15107,0.11334,0,0,0.37559,0.32276
76.875,0.080822,0.072661,0.048472,0.083955,0.2394,0.0098561,0.14074,0,0.10173,0.14541,0,0,0.24637,0.23243
76.896,0.055339,0.049352,0.054011,0.09355,0.17391,0.042259,0.09479,0,0.071227,0.16203,0,0,0.14403,0.2038
76.917,0.036507,0.033683,0.054011,0.09355,0.13319,0.041298,0.06638,0,0.043141,0.16203,0,0,0.10399,0.16239
76.938,0.032207,0.033233,0.048472,0.083955,0.10794,0.058116,0.06638,0,0.030242,0.14541,0,0,0.06685,0.14904
76.958,0.032891,0.042099,0.048472,0.083955,0.091256,0.081716,0.080336,0,0.018338,0.14541,0,0,0.033475,0.14904
76.979,0.042679,0.05876,0.048472,0.083955,0.079697,0.079516,0.1097,0,0.018338,0.14541,0,0,0.02347,0.13592
77,0.13953,0.087972,0.24212,0.27195,0.14546,0.023336,0.22226,0.047118,0.14919,0.55612,0.087317,0.082904,0.12896,0.16196
77.021,0.13213,0.066239,0.31188,0.36469,0.13226,0.004669,0.18817,0.059031,0.14919,0.73288,0.10946,0.093297,0.12896,0.13556
77.042,0.12824,0.079063,0.26581,0.36573,0.12566,0.014007,0.20507,0.047118,0.13253,0.68761,0.03705,0.072764,0.11576,0.13556
77.062,0.15191,0.069032,0.28653,0.36734,0.11291,0.032039,0.22226,0.08428,0.14919,0.71016,0.056153,0.093297,0.090253,0.13556
77.083,0.10494,0.048297,0.24447,0.34527,0.10021,0.014084,0.15531,0.059031,0.10047,0.64304,0.03705,0.05332,0.090253,0.11017
77.104,0.09574,0.042277,0.24894,0.36056,0.082002,0.022466,0.12383,0.047118,0.11628,0.66524,0.04641,0.035184,0.066117,0.097888
77.125,0.080304,0.031049,0.20945,0.30023,0.064442,0.013864,0.10865,0.047118,0.085145,0.55612,0.03705,0.035184,0.054639,0.074245
77.146,0.07061,0.020535,0.21378,0.3151,0.059065,0.0099732,0.079568,0.047118,0.085145,0.57757,0.03705,0.026712,0.066117,0.052012
77.167,0.061071,0.012301,0.17186,0.2425,0.042567,0.0014815,0.065746,0.047118,0.070349,0.45182,0.03705,0.026712,0.043615,0.04152
77.188,0.043912,0.010786,0.15743,0.27267,0.01809,0.0056716,0.039827,0.035766,0.056144,0.47228,0,0,0.014079,0.0221
