Day of Year,Pinus strobiformis Average Sap flow,Pinus strobiformis sd, Pinus ponderosa Avg. sap flow,Pinus ponderosa sd, Pseudotsuga menziesii Avg. sap flow, Pseudotsuga menziesii sd,Pinus strobiformis  Sensor M1S,Pinus strobiformis Sensor M2N, Pinus strobiformis Sensor M2S, Pinus ponderosa Sensor P1N, Pinus ponderosa Sensor P3S, Pinus ponderosa Sensor P3N,Pseudotsuga menziesii Sensor D1S,Pseudotsuga menziesii Sensor D2S
1.9167,2.6527,0.17707,2.5154,0.51339,1.8575,2.2172,2.8406,2.4889,2.6286,2.3671,2.0924,3.0866,3.4253,0.28965
1.9375,2.7352,0.21381,2.56,0.51802,1.9055,2.24,2.9472,2.5196,2.7387,2.4012,2.14,3.1388,3.4894,0.32155
1.9583,2.8148,0.20331,2.6501,0.52774,1.9459,2.3199,3.019,2.6124,2.813,2.4697,2.2362,3.2443,3.5863,0.30551
1.9792,2.8128,0.19044,2.6163,0.51759,1.8978,2.2964,3.019,2.6436,2.7757,2.4697,2.1879,3.1914,3.5216,0.27397
2,0.39105,0.069016,0.39854,0.022137,0.22497,0.17163,0.33112,0.46651,0.37552,0.3996,0.3759,0.42013,0.34633,0.10361
2.0208,0.3995,0.024711,0.37464,0.013972,0.21245,0.18933,0.3981,0.42488,0.37552,0.37689,0.35968,0.38735,0.34633,0.078575
2.0417,0.075848,0.03353,0.065114,0.013194,0.072667,0.008575,0.047744,0.11296,0.066837,0.079133,0.052941,0.063269,0.078731,0.066604
2.0625,0.023862,0.016506,0.0093158,0.0038752,0.035897,0.027073,0.0086334,0.041402,0.021551,0.0086653,0.005807,0.013475,0.016754,0.055041
2.0833,0,0,0,0,0.027521,0.03892,0,0,0,0,0,0,0,0.055041
2.1042,0.18664,0.0089427,0.1652,0.0025629,0.093512,0.085079,0.18644,0.19568,0.17779,0.16792,0.16487,0.16283,0.15367,0.033352
2.125,0.19316,0.014271,0.16534,0.014785,0.098803,0.077595,0.206,0.19568,0.17779,0.16792,0.17866,0.14943,0.15367,0.043935
2.1458,0.15577,0.015219,0.1397,0.022116,0.077935,0.06305,0.1673,0.1615,0.13852,0.13084,0.16487,0.12339,0.12252,0.033352
2.1667,0.27255,0.01374,0.26583,0.031748,0.11314,0.12693,0.28804,0.2678,0.26181,0.26799,0.29644,0.23305,0.20289,0.023384
2.1875,0.23307,0.029515,0.21135,0.0374,0.096574,0.10351,0.26699,0.21326,0.21896,0.20677,0.25082,0.17645,0.16976,0.023384
2.2083,0.19406,0.027629,0.18071,0.064675,0.068351,0.076605,0.22596,0.17842,0.17779,0.16792,0.25082,0.12339,0.12252,0.014183
2.2292,0.22617,0.017659,0.19509,0.076112,0.049465,0.061418,0.24629,0.21326,0.21896,0.16792,0.28105,0.13628,0.092894,0.0060366
2.25,0.29961,0.013794,0.28057,0.083787,0.071976,0.093253,0.30942,0.30557,0.28383,0.24721,0.3759,0.2186,0.13792,0.0060366
2.2708,0.23819,0.016729,0.22143,0.093963,0.032527,0.046,0.24629,0.24933,0.21896,0.18713,0.32773,0.14943,0.065054,0
2.2917,0.19902,0.018734,0.2011,0.098586,0.019704,0.027866,0.206,0.21326,0.17779,0.16792,0.312,0.12339,0.039409,0
2.3125,0.15577,0.015219,0.15562,0.12241,0,0,0.1673,0.1615,0.13852,0.095787,0.29644,0.074639,0,0
2.3333,0.17473,0.038448,0.15942,0.10168,0,0,0.13036,0.19568,0.19815,0.14914,0.26585,0.063269,0,0
2.3542,0.19869,0.050372,0.19262,0.11157,0,0,0.14859,0.24933,0.19815,0.20677,0.29644,0.074639,0,0
2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5208,0,0,0,0,0.0030183,0.0042685,0,0,0,0,0,0,0,0.0060366
2.5417,0,0,0,0,0.47175,0.66715,0,0,0,0,0,0,0,0.94349
2.5625,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.5833,0,0,0,0,0.37017,0.5235,0,0,0,0,0,0,0,0.74034
2.6042,0,0,0,0,0.32176,0.45504,0,0,0,0,0,0,0,0.64352
2.625,0,0,0,0,0.35061,0.49583,0,0,0,0,0,0,0,0.70122
2.6458,0,0,0,0,0.32176,0.45504,0,0,0,0,0,0,0,0.64352
2.6667,0,0,0,0,0.30287,0.42832,0,0,0,0,0,0,0,0.60573
2.6875,0,0,0,0,0.27504,0.38897,0,0,0,0,0,0,0,0.55008
2.7083,0,0,0,0,0.33131,0.46854,0,0,0,0,0,0,0,0.66262
2.7292,0,0,0,0,0.41005,0.5799,0,0,0,0,0,0,0,0.82011
2.75,0,0,0,0,0.43037,0.60864,0,0,0,0,0,0,0,0.86075
2.7708,0,0,0,0,0.5034,0.71192,0,0,0,0,0,0,0,1.0068
2.7917,0,0,0,0,0.5248,0.74219,0,0,0,0,0,0,0,1.0496
2.8125,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.8333,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.8542,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.875,0,0,0,0,0.61271,0.8665,0,0,0,0,0,0,0,1.2254
2.8958,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.9167,0,0,0,0,0.60152,0.85068,0,0,0,0,0,0,0,1.203
2.9375,0,0,0,0,0.59039,0.83494,0,0,0,0,0,0,0,1.1808
2.9583,0,0,0,0,0.5683,0.8037,0,0,0,0,0,0,0,1.1366
2.9792,0,0,0,0,0.54644,0.77278,0,0,0,0,0,0,0,1.0929
3,0.048687,0.06517,0.043796,0.038033,0.10444,0.1477,0.12383,0.014679,0.0075555,0.017371,0.087387,0.026631,0,0.20888
3.0208,0.042106,0.044867,0.017921,0.0097472,0.092252,0.12227,0.093884,0.014679,0.017754,0.0073926,0.01974,0.026631,0.0057967,0.17871
3.0417,0.026516,0.03398,0.021247,0.0048101,0.074779,0.10575,0.065746,0.0062476,0.0075555,0.017371,0.01974,0.026631,0,0.14956
3.0625,0.029916,0.031558,0.031663,0.03014,0.063661,0.081833,0.065746,0.0062476,0.017754,0.017371,0.066291,0.011328,0.0057967,0.12153
3.0833,0.015794,0.021153,0.0073979,0.0089676,0.04094,0.057898,0.039827,0,0.0075555,0.017371,0,0.0048223,0,0.08188
3.1042,0.0081622,0.0084819,0.0041632,0.0037838,0.031574,0.036455,0.016931,0,0.0075555,0.0073926,0.005097,0,0.0057967,0.057352
3.125,0,0,0.02034,0.031147,0.045928,0.033198,0,0,0,0,0.056198,0.0048223,0.022454,0.069402
3.1458,0.034542,0.0052741,0.072183,0.032364,0.10441,0.024211,0.039827,0.034521,0.029279,0.053841,0.10955,0.053157,0.087286,0.12153
3.1667,0.16581,0.0049992,0.22929,0.050512,0.22202,0.040096,0.17158,0.16291,0.16293,0.19311,0.287,0.20777,0.25037,0.19367
3.1875,0.14948,0.031065,0.22884,0.075186,0.19288,0.081303,0.17158,0.16291,0.11396,0.17608,0.31493,0.1955,0.25037,0.13539
3.2083,0.13928,0.022183,0.2668,0.10506,0.16895,0.15782,0.15531,0.14856,0.11396,0.19311,0.3871,0.22018,0.28055,0.057352
3.2292,0.12911,0.039683,0.25695,0.053174,0.1679,0.20299,0.15531,0.14856,0.083454,0.21046,0.31493,0.24545,0.31143,0.024364
3.25,0.14971,0.057629,0.29299,0.043797,0.18368,0.22531,0.18817,0.17752,0.083454,0.26428,0.3434,0.27129,0.343,0.024364
3.2708,0.2362,0.063506,0.41035,0.060926,0.23777,0.33625,0.27551,0.27015,0.16293,0.35934,0.47781,0.3939,0.47553,0
3.2917,0.66463,0.098187,0.88136,0.016073,0.4825,0.68236,0.74998,0.68658,0.55732,0.86534,0.89748,0.88125,0.96501,0
3.3125,1.7466,0.14213,2.092,0.055782,1.0442,1.4768,1.845,1.8111,1.5836,2.0486,2.1549,2.0726,2.0885,0
3.3333,1.938,0.11624,2.2529,0.058841,1.1343,1.6041,2.0524,1.9415,1.82,2.2355,2.3185,2.2047,2.2685,0
3.3542,1.2772,0.076223,1.6331,0.23847,0.82376,1.165,1.3435,1.294,1.1939,1.4632,1.9057,1.5303,1.6475,0
3.375,1.2523,0.016615,1.5987,0.44332,0.82376,1.165,1.2384,1.2707,1.2477,1.2193,2.086,1.4907,1.6475,0
3.3958,1.1319,0.41901,2.0264,0.99121,0.87137,1.2323,0.66015,1.4608,1.2748,1.2458,3.1416,1.6919,1.7427,0
3.4167,1.0776,0.62187,2.3802,1.5707,0.89548,1.2664,0.36929,1.534,1.3295,1.2193,4.1675,1.7537,1.791,0
3.4375,0.9256,0.44079,2.1757,1.6033,0.77695,1.0988,0.44839,1.3175,1.0109,0.96321,3.9936,1.5703,1.5539,0
3.4583,0.61153,0.32315,1.8154,1.6222,0.57638,0.81512,0.4892,0.97799,0.36741,0.58851,3.6547,1.203,1.1528,0
3.4792,0.6887,0.25088,1.9333,1.7727,0.58708,0.83026,0.5308,0.97799,0.55732,0.56665,3.9363,1.297,1.1742,0
3.5,0.65176,0.33519,2.2435,2.1169,0.50298,0.71133,0.33107,0.99977,0.62444,0.54498,4.6151,1.5703,1.006,0
3.5208,0.54799,0.43474,2.2468,2.051,0.4825,0.68236,0.10865,0.97799,0.55732,0.54498,4.5241,1.6714,0.96501,0
3.5417,0.44253,0.42169,2.2048,2.151,0.4126,0.5835,0.02792,0.87097,0.42871,0.39906,4.5847,1.6308,0.8252,0
3.5625,0.43199,0.35407,2.0851,2.057,0.33621,0.47548,0.079568,0.78768,0.42871,0.32056,4.3443,1.5904,0.67243,0
3.5833,0.39346,0.35298,2.026,2.005,0.2995,0.42355,0.065746,0.76719,0.34746,0.30155,4.2261,1.5503,0.59899,0
3.6042,0.41539,0.29747,1.9125,1.8712,0.31773,0.44933,0.17158,0.74683,0.32775,0.30155,3.9649,1.471,0.63546,0
3.625,0.41218,0.27273,1.7598,1.659,0.32694,0.46236,0.23974,0.72661,0.2702,0.26428,3.5443,1.471,0.65388,0
3.6458,0.46248,0.26689,1.7714,1.5919,0.34555,0.48868,0.35007,0.76719,0.2702,0.30155,3.4623,1.5503,0.6911,0
3.6667,0.43702,0.26237,1.5387,1.3462,0.36441,0.51535,0.36929,0.72661,0.21516,0.28278,2.9599,1.3736,0.72881,0
3.6875,0.5034,0.28911,1.5068,1.239,0.4126,0.5835,0.4687,0.8083,0.23321,0.33983,2.8071,1.3736,0.8252,0
3.7083,0.50422,0.29686,1.3186,0.98021,0.42241,0.59738,0.4892,0.8083,0.21516,0.35934,2.3185,1.2781,0.84483,0
3.7292,0.53898,0.32798,1.301,0.83588,0.4522,0.63951,0.5308,0.87097,0.21516,0.43969,2.1089,1.3543,0.90441,0
3.75,0.56525,0.33226,1.1347,0.59493,0.50298,0.71133,0.5308,0.91339,0.25156,0.48118,1.6448,1.2781,1.006,0
3.7708,0.61343,0.3462,1.1055,0.46715,0.5446,0.77018,0.57318,0.97799,0.28911,0.56665,1.3956,1.3543,1.0892,0
3.7917,0.64068,0.3258,1.0283,0.37029,0.57638,0.81512,0.6163,0.97799,0.32775,0.61057,1.1584,1.316,1.1528,0
3.8125,0.68198,0.29829,1.2476,0.53394,0.6195,0.8761,0.63814,0.99977,0.40804,0.65526,1.3956,1.6919,1.239,0
3.8333,0.72463,0.28582,1.3182,0.58262,0.66345,0.93827,0.63814,1.0437,0.49205,0.70069,1.3956,1.8582,1.3269,0
3.8542,0.77605,0.27089,1.3598,0.61629,0.71956,1.0176,0.63814,1.0881,0.60187,0.70069,1.4568,1.9217,1.4391,0
3.875,0.82912,0.24535,1.374,0.63596,0.75384,1.0661,0.66015,1.1105,0.71667,0.70069,1.4568,1.9645,1.5077,0
3.8958,0.87571,0.2103,1.3675,0.64401,0.78858,1.1152,0.70472,1.1105,0.81189,0.70069,1.416,1.986,1.5772,0
3.9167,0.89132,0.1975,1.3126,0.61053,0.81198,1.1483,0.72727,1.1105,0.83615,0.70069,1.3152,1.9217,1.624,0
3.9375,0.89946,0.19457,1.2176,0.53799,0.83559,1.1817,0.72727,1.1105,0.86058,0.70069,1.1777,1.7745,1.6712,0
3.9583,0.93113,0.16982,1.2175,0.57144,0.83559,1.1817,0.77287,1.1105,0.90999,0.67788,1.1584,1.8162,1.6712,0
3.9792,0.96326,0.14572,1.2263,0.58601,0.87137,1.2323,0.81916,1.1105,0.96009,0.70069,1.1201,1.8582,1.7427,0
4,0.037731,0.052438,0.16524,0.1064,0,0,0.097609,0.015585,0,0.04242,0.22937,0.22392,0,0
4.0208,0.03401,0.03103,0.1263,0.061001,0.0074374,0.010518,0.06835,0.025698,0.0079832,0.055893,0.16343,0.15956,0.014875,0
4.0417,0.041662,0.02326,0.1218,0.068776,0.0074374,0.010518,0.06835,0.025698,0.03094,0.04242,0.16343,0.15956,0.014875,0
4.0625,0.054387,0.016181,0.13897,0.072069,0.023043,0.032587,0.06835,0.036654,0.058158,0.055893,0.17624,0.18476,0.046085,0
4.0833,0.076995,0.018894,0.14347,0.077347,0.031803,0.036675,0.097609,0.060499,0.072876,0.055893,0.20244,0.17207,0.057736,0.0058695
4.1042,0.072033,0.011136,0.1393,0.075347,0.037868,0.045253,0.082723,0.060499,0.072876,0.055893,0.20244,0.15956,0.069867,0.0058695
4.125,0.076271,0.0055899,0.12691,0.049913,0.041829,0.039653,0.082723,0.073214,0.072876,0.070035,0.16343,0.14726,0.069867,0.01379
4.1458,0.097096,0.023629,0.10553,0.030522,0.044149,0.054135,0.097609,0.073214,0.12046,0.10002,0.13843,0.078135,0.082429,0.0058695
4.1667,0.13781,0.021248,0.081031,0.03423,0.075705,0.046654,0.14493,0.11391,0.15458,0.11576,0.080022,0.047317,0.10869,0.042716
4.1875,0.15472,0.040882,0.11263,0.039191,0.11785,0.0063523,0.19568,0.11391,0.15458,0.13193,0.13843,0.067534,0.12234,0.11336
4.2083,0.2005,0.049952,0.19059,0.035542,0.12233,0.08143,0.23115,0.14286,0.2275,0.18285,0.22937,0.15956,0.17991,0.064752
4.2292,0.11885,0.041576,0.11651,0.014363,0.081103,0.03902,0.12875,0.073214,0.15458,0.10002,0.12625,0.12327,0.10869,0.053512
4.25,0.031271,0.025836,0.024537,0.01734,0.023631,0.0012661,0.029023,0.0066328,0.058158,0.029737,0.038684,0.0051922,0.024526,0.022736
4.2708,0.0026611,0.0046091,0,0,0.01006,0.0052741,0,0,0.0079832,0,0,0,0.006331,0.01379
4.2917,0,0,0.0041635,0.0072115,0.011368,0.016077,0,0,0,0,0.012491,0,0,0.022736
4.3125,0,0,0.0017723,0.0030697,0.0029347,0.0041503,0,0,0,0,0.0053169,0,0,0.0058695
4.3333,0,0,0,0,0.0068949,0.0097508,0,0,0,0,0,0,0,0.01379
4.3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.375,0,0,0,0,0.011368,0.016077,0,0,0,0,0,0,0,0.022736
4.3958,0,0,0,0,0.0068949,0.0097508,0,0,0,0,0,0,0,0.01379
4.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4375,0,0,0.030393,0.052642,0,0,0,0,0,0,0.091179,0,0,0
4.4583,0,0,0.095078,0.16468,0,0,0,0,0,0,0.28523,0,0,0
4.4792,0,0,0.21069,0.36493,0.0029347,0.0041503,0,0,0,0,0.63208,0,0,0.0058695
4.5,0,0,0.32527,0.56338,0.032376,0.045787,0,0,0,0,0.9758,0,0,0.064752
4.5208,0,0,0.38368,0.66455,0.076477,0.10815,0,0,0,0,1.151,0,0,0.15295
4.5417,0,0,0.42402,0.73442,0.29423,0.41611,0,0,0,0,1.2721,0,0,0.58846
4.5625,0,0,0.4446,0.77006,1.0585,1.4969,0,0,0,0,1.3338,0,0,2.1169
4.5833,0.013801,0.023903,0.46544,0.80617,1.4131,1.9895,0.041402,0,0,0,1.3963,0,0.006331,2.8199
4.6042,0.077049,0.13345,0.4446,0.77006,1.6311,2.2978,0.23115,0,0,0,1.3338,0,0.006331,3.2559
4.625,0.12138,0.21024,0.39033,0.67607,1.7764,2.4776,0.36414,0,0,0,1.171,0,0.024526,3.5283
4.6458,0.17685,0.30632,0.3574,0.61904,1.8852,2.6314,0.53056,0,0,0,1.0722,0,0.024526,3.7458
4.6667,0.20627,0.35728,0.30014,0.51985,1.8383,2.565,0.61882,0,0,0,0.90041,0,0.024526,3.652
4.6875,0.26818,0.4645,0.24553,0.42528,1.6718,2.2826,0.80453,0,0,0,0.7366,0,0.057736,3.2858
4.7083,0.30881,0.53488,0.18267,0.3164,1.4154,1.8668,0.92644,0,0,0,0.54802,0,0.095381,2.7354
4.7292,0.32547,0.56373,0.099865,0.17297,1.1455,1.4469,0.97641,0,0,0,0.2996,0,0.12234,2.1686
4.75,0.31711,0.54926,0,0,0.85551,1.0171,0.95134,0,0,0,0,0,0.1363,1.5747
4.7708,0.30881,0.53488,0,0,0.65928,0.71943,0.92644,0,0,0,0,0,0.15056,1.168
4.7917,0.30057,0.5206,0,0,0.50609,0.52296,0.90171,0,0,0,0,0,0.1363,0.87588
4.8125,0.28426,0.49235,0,0,0.39713,0.34869,0.85277,0,0,0,0,0,0.15056,0.64369
4.8333,0.26818,0.4645,0,0,0.32483,0.24646,0.80453,0,0,0,0,0,0.15056,0.4991
4.8542,0.26023,0.45072,0,0,0.26644,0.18404,0.78068,0,0,0,0,0,0.1363,0.39658
4.875,0.26023,0.45072,0.0097892,0.016955,0.20419,0.13505,0.78068,0,0,0,0.029368,0,0.10869,0.29968
4.8958,0.25233,0.43705,0.026674,0.046201,0.17305,0.071716,0.757,0,0,0,0.080022,0,0.12234,0.22376
4.9167,0.22902,0.39668,0.034205,0.059245,0.15176,0.0016901,0.68707,0,0,0,0.10262,0,0.15056,0.15295
4.9375,0.21379,0.3703,0.046143,0.079922,0.12483,0.016225,0.64138,0,0,0,0.13843,0,0.1363,0.11336
4.9583,0.20627,0.35728,0.038104,0.065998,0.099366,0.032494,0.61882,0,0,0,0.11431,0,0.12234,0.076389
4.9792,0.17685,0.30632,0.046143,0.079922,0.086723,0.031072,0.53056,0,0,0,0.13843,0,0.10869,0.064752
5,0.0061683,0.010684,0.082776,0.12652,0.02457,0.025716,0,0,0.018505,0,0.22841,0.019915,0.0063857,0.042754
5.0208,0.0061683,0.010684,0.076631,0.087862,0.019421,0.018434,0,0,0.018505,0.0075224,0.17551,0.04686,0.0063857,0.032456
5.0417,0,0,0.10278,0.097087,0.019421,0.018434,0,0,0,0.0075224,0.2016,0.099221,0.0063857,0.032456
5.0625,0.019422,0.021704,0.14,0.12019,0.019421,0.018434,0.04285,0.015417,0,0.0075224,0.24208,0.17039,0.0063857,0.032456
5.0833,0.027293,0.028277,0.10278,0.097087,0.019421,0.018434,0.05646,0.02542,0,0.0075224,0.2016,0.099221,0.0063857,0.032456
5.1042,0.022757,0.021549,0.026101,0.029682,0.006901,0.0097596,0.04285,0.02542,0,0,0.058389,0.019915,0,0.013802
5.125,0.045673,0.026184,0.097544,0.11597,0.012369,0.017493,0.070746,0.047767,0.018505,0.0075224,0.22841,0.056697,0.024739,0
5.1458,0.07763,0.036976,0.0097168,0.01683,0.02058,0.020796,0.11693,0.072422,0.043535,0.02915,0,0,0.035285,0.0058747
5.1667,0.12129,0.031884,0.029048,0.022604,0.051465,0.026883,0.15004,0.12683,0.086998,0.054789,0.012439,0.019915,0.070473,0.032456
5.1875,0.14797,0.016902,0.033668,0.030525,0.069482,0.037799,0.16719,0.14131,0.13542,0.068651,0.012439,0.019915,0.09621,0.042754
5.2083,0.20908,0.035576,0.08366,0.055463,0.10272,0.06952,0.23932,0.21804,0.16988,0.14558,0.038524,0.06688,0.15188,0.05356
5.2292,0.31213,0.027806,0.18622,0.055757,0.15427,0.12651,0.33639,0.31822,0.28179,0.25044,0.1502,0.15801,0.24372,0.06481
5.25,0.33636,0.034821,0.2049,0.056418,0.18234,0.13276,0.33639,0.37117,0.30153,0.26899,0.16275,0.18296,0.27622,0.088467
5.2708,0.31656,0.047881,0.20505,0.088321,0.18851,0.12403,0.29672,0.37117,0.28179,0.30693,0.1502,0.15801,0.27622,0.10081
5.2917,0.032892,0.034653,0.0097168,0.01683,0.0691,0.062736,0.007751,0.072422,0.018505,0.02915,0,0,0.024739,0.11346
