"","doy","Season","Year","mean_t","mean_vpd","mean_swc","mean_gpp","mean_ET","mean_NEE","mean_ppfd","mean_SWP","mean_PP","mean_DF","mean_3sap","N","se_t","se_vpd","se_GPP","se_swc","se_ET","se_SWP","se_PP","se_DF","se_3sap","se_ppfd"
"38",139,"Pre-monsoon",2023,13.4385714285714,1.05192178485714,10.3253968253968,10.7479874585714,9.74005525539359e-05,-8.57972099585714,1927.42857142857,7.44827142857143,2.21414285714286,7.12277142857143,5.5950619047619,7,0.412809356272178,0.602525034546613,1.07449809367167,0.0115557299829852,1.57333247006795e-05,0.557112395992682,0.130756108583778,0.321339181220957,0.335190875529971,42.7956701986907
"39",140,"Pre-monsoon",2022,13.79,1.21530037414286,5.63809523809524,14.1049351157143,3.57707781107872e-05,-11.7296417,2013.85714285714,5.36467142857143,1.47058571428571,6.18742857142857,4.34089523809524,7,0.387949432149039,0.390749503969844,0.750250642112554,0.00330423174518433,3.74734626740357e-06,0.419713670377843,0.111707663608382,0.204327430639072,0.243732021985611,22.7861994275865
"40",140,"Pre-monsoon",2023,15.43,1.30918320714286,9.82698412698413,12.9999228514286,0.000110721782109038,-10.6003435614286,1929.28571428571,8.53871428571428,2.6716,7.57931428571429,6.26320952380952,7,0.226547587768684,0.422227093183891,0.717957771193115,0.0110732537229928,2.82031920503243e-05,0.218343482601514,0.057210630047887,0.131123492189926,0.129174652433996,41.511739180573
"41",141,"Pre-monsoon",2022,14.3442857142857,1.30192332242857,5.58095238095238,13.1916484214286,5.64230337690962e-05,-10.7963914915714,2016.85714285714,5.79902857142857,1.45735714285714,6.30938571428571,4.52192380952381,7,0.313815665811705,0.311792164783375,0.560040249121476,0.00317460317460316,9.03704643832639e-06,0.413964358204841,0.0750032026527085,0.209612205920238,0.229858299542307,22.6772684290097
"42",141,"Pre-monsoon",2023,15.8142857142857,1.36857210928571,9.41269841269841,11.8163186257143,9.54979695976676e-05,-9.34531464457143,1971.85714285714,7.9249,2.79898571428571,7.27205714285714,5.99864761904762,7,0.378479773271321,0.517762246423696,0.352664635962268,0.00744510438067208,2.80097560581279e-05,0.330087877188282,0.0932006653066674,0.175838468700196,0.195561173375811,20.0575702030176
"43",142,"Pre-monsoon",2022,15.7085714285714,1.59259178,5.53015873015873,15.99956909,6.39319652469388e-05,-13.4706568431429,1637.14285714286,6.5334,1.6497,6.38627142857143,4.85645714285714,7,0.305531765719942,0.3328925280851,0.999835010632101,0.00204919753767587,1.13786245545038e-05,0.216728180645052,0.0535225097283288,0.100615838747201,0.117955116949255,152.172588197216
"44",142,"Pre-monsoon",2023,16.1485714285714,1.43972131085714,9.1047619047619,11.6379070828571,6.40558728688047e-05,-9.09498668285714,1965.71428571429,7.93224285714286,2.73475714285714,7.31578571428571,5.9942619047619,7,0.240212490966491,0.327095473802917,0.407903535466107,0.00476190476190474,5.59416481946221e-06,0.285193196720718,0.076919747471117,0.123146342343786,0.159276876068653,20.9917379276822
"45",143,"Pre-monsoon",2022,14.9428571428571,1.37979280657143,5.52380952380952,14.44540602,6.72957656658892e-05,-12.1211124014286,2006.42857142857,5.6198,1.31691428571429,5.91312857142857,4.28328095238095,7,0.230751508128119,0.254004169451639,0.514650567745286,0.00289800294976277,2.10614707451567e-05,0.357158756884173,0.063844291345546,0.174453677456886,0.197440675284987,20.7110013816641
"46",143,"Pre-monsoon",2023,17.2514285714286,1.64648941271429,8.81111111111111,10.4265858674286,7.47526022390671e-05,-7.761621473,1947.42857142857,8.19327142857143,2.898,7.27582857142857,6.12236666666667,7,0.26333419443586,0.372018957025797,0.551380482987184,0.00419960525565807,1.10455778836443e-05,0.243980083802996,0.0718496412822009,0.121925903951629,0.143451308775549,20.8496398768227
"47",144,"Pre-monsoon",2022,16.1771428571429,1.54135568214286,5.49047619047619,14.26176289,8.47713850204082e-05,-12.0567402524286,2016.14285714286,6.026,1.30494285714286,6.06018571428571,4.46370952380952,7,0.489084247712543,0.616890642867378,0.691318172464317,0.00158730158730158,9.024750185326e-06,0.384083557997227,0.0560283298117711,0.194748950029044,0.209838575109369,22.4408519609816
"48",144,"Pre-monsoon",2023,14.8128571428571,1.31957217042857,8.55079365079365,12.6829405087143,6.00223564693878e-05,-10.2356684614286,1950.57142857143,7.66954285714286,2.78881428571429,7.12314285714286,5.8605,7,0.303618763816561,0.56253232978902,0.85343769270783,0.00586800873354993,5.82741163102439e-06,0.388981153207993,0.133238244238999,0.205016381293397,0.241161847233029,21.1635998635316
