1,1.1688,0.86799,0.5708
1.0208,1.8954,1.343,0.90829
1.0417,2.0126,1.3348,1.0127
1.0625,0.21156,0.18022,0.12783
1.0833,0.0091516,0.046861,0.016524
1.1042,0.083305,0.12597,0.057154
1.125,0.13178,0.12186,0.083708
1.1458,0.15703,0.13394,0.095701
1.1667,0.033517,0.11603,0.047657
1.1875,0.26292,0.20603,0.15825
1.2083,0.84147,0.58701,0.44861
1.2292,0.79784,0.52176,0.45924
1.25,0.22504,0.15998,0.1834
1.2708,2.017,1.4213,1.0905
1.2917,1.0297,0.73275,0.66989
1.3125,1.4817,1.2397,0.8565
1.3333,0.13588,0.37917,0.18793
1.3542,0.33635,0.60938,0.26881
1.375,0.34269,0.78568,0.31648
1.3958,2.5445,2.5427,1.4492
1.4167,2.5938,2.5321,1.5403
1.4375,3.4766,3.1292,2.0774
1.4583,3.0213,2.6353,1.8258
1.4792,0.67752,0.9574,0.55472
1.5,2.9157,2.7468,1.7447
1.5208,2.5136,2.3771,1.6335
1.5417,2.9682,2.6192,1.8421
1.5625,3.0763,2.5585,1.8367
1.5833,3.0365,2.5574,1.7504
1.6042,3.0469,2.4465,1.7559
1.625,2.5874,2.0262,1.5929
1.6458,2.3917,1.7755,1.486
1.6667,2.3938,1.8009,1.486
1.6875,2.596,1.8384,1.5621
1.7083,2.5849,1.7315,1.5519
1.7292,2.3959,1.4339,1.4608
1.75,2.5336,1.379,1.4959
1.7708,2.5903,1.3946,1.5468
1.7917,2.6324,1.4628,1.5947
1.8125,2.7156,1.5033,1.6444
1.8333,2.7719,1.5309,1.7046
1.8542,2.8203,1.5978,1.7729
1.875,2.8867,1.5546,1.7949
1.8958,2.9456,1.5747,1.8496
1.9167,2.9196,1.5946,1.8575
1.9375,3.0157,1.5974,1.9055
1.9583,3.078,1.6632,1.9459
1.9792,3.0328,1.6193,1.8978
2,0.4037,0.3448,0.22497
2.0208,0.42157,0.34083,0.21245
2.0417,0.074464,0.13804,0.072667
2.0625,0.026928,0.078953,0.035897
2.0833,0,0.061223,0.027521
2.1042,0.18688,0.17168,0.093512
2.125,0.17595,0.24684,0.098803
2.1458,0.14862,0.12209,0.077935
2.1667,0.27605,0.2244,0.11314
2.1875,0.21783,0.17381,0.096574
2.2083,0.17343,0.134,0.068351
2.2292,0.20508,0.16334,0.049465
2.25,0.24979,0.1994,0.071976
2.2708,0.18923,0.13962,0.032527
2.2917,0.15511,0.14451,0.019704
2.3125,0.11749,0.14644,0
2.3333,0.12165,1.3632,0
2.3542,0.13957,1.4178,0
2.375,0,0.49464,0
2.3958,2.1396,0.14553,0
2.4167,0.19268,0,0
2.4375,0.51737,0,0
2.4583,0.21363,0,0
2.4792,0.18038,0,0
2.5,0.28439,0,0
2.5208,0.34102,0,0.0030183
2.5417,0.26619,0,0.47175
2.5625,0.37045,0,0.59039
2.5833,0.57364,0,0.37017
2.6042,0.73563,0,0.32176
2.625,0.78647,0,0.35061
2.6458,0.76088,0,0.32176
2.6667,0.81891,0,0.30287
2.6875,0.84525,0.0024815,0.27504
