Day of Year,Pinus strobiformis Average Sap flow,Pinus strobiformis sd, Pinus ponderosa Avg. sap flow,Pinus ponderosa sd, Pseudotsuga menziesii Avg. sap flow, Pseudotsuga menziesii sd,Pinus strobiformis  Sensor M1S,Pinus strobiformis Sensor M2N, Pinus strobiformis Sensor M2S, Pinus ponderosa Sensor P1N, Pinus ponderosa Sensor P3S, Pinus ponderosa Sensor P3N,Pseudotsuga menziesii Sensor D1S,Pseudotsuga menziesii Sensor D2S
[Julian Day],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1]
51.083,0.044252,0.0097409,0.077001,0.032277,0.07624,0.08963,0.048724,0.033078,0.050954,0.046619,0.073498,0.11089,0.012862,0.13962
51.104,0.036654,0.01289,0.059232,0.026937,0.059468,0.076358,0.025928,0.033078,0.050954,0.035387,0.053857,0.088451,0.0054748,0.11346
51.125,0.032561,0.0063893,0.056118,0.028371,0.053142,0.067412,0.025928,0.033078,0.038676,0.035387,0.044514,0.088451,0.0054748,0.10081
51.146,0.015411,0.0012186,0.02394,0.023518,0.021377,0.030232,0.015724,0.014066,0.016443,0.02481,0,0.047011,0,0.042754
51.167,0.02201,0.0057859,0.02723,0.028517,0.0027374,0.0038712,0.015724,0.023193,0.027114,0.02481,0,0.056881,0.0054748,0
51.188,0.018968,0.0071027,0.02078,0.019087,0.006901,0.0097596,0.015724,0.014066,0.027114,0.02481,0,0.03753,0,0.013802
51.208,0.02237,0.007215,0.00827,0.014324,0.032405,0.045828,0.025928,0.014066,0.027114,0.02481,0,0,0,0.06481
51.229,0.018999,0.010837,0.0099896,0.013092,0.006901,0.0097596,0.0066923,0.023193,0.027114,0.02481,0,0.0051587,0,0.013802
51.25,0.015957,0.010341,0.023923,0.003584,0,0,0.0066923,0.014066,0.027114,0.02481,0.026981,0.019979,0,0
51.271,0.015442,0.0082955,0.00827,0.014324,0.011378,0.016091,0.0066923,0.023193,0.016443,0.02481,0,0,0,0.022756
51.292,0.02237,0.007215,0.017264,0.01499,0.044234,0.062556,0.025928,0.014066,0.027114,0.02481,0.026981,0,0,0.088467
51.312,0.029968,0.017504,0.033139,0.0040248,0.069809,0.098725,0.048724,0.014066,0.027114,0.035387,0.035538,0.028493,0,0.13962
51.333,0.025412,0.002011,0.056118,0.028371,0.021377,0.030232,0.025928,0.023193,0.027114,0.035387,0.044514,0.088451,0,0.042754
51.354,0.0070214,0.0070333,0.084163,0.062875,0,0,0,0.014066,0.0069977,0.02481,0.15005,0.077629,0,0
51.375,0.0046888,0.0081213,0.077779,0.066683,0,0,0,0.014066,0,0.0064041,0.13848,0.088451,0,0
51.396,0,0,0.024499,0.042434,0.0029374,0.0041541,0,0,0,0,0.073498,0,0,0.0058747
51.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.438,0,0,0,0,0.0029374,0.0041541,0,0,0,0,0,0,0,0.0058747
51.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51.958,0,0,0.0021347,0.0036974,0,0,0,0,0,0.0064041,0,0,0,0
51.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.021,0.0041889,0.0036421,0.020493,0.014454,0.0028856,0.0040808,0.0066066,0.00596,0,0.0063795,0.035265,0.019835,0,0.0057711
52.042,0.0051744,0.0089622,0.033847,0.013359,0.01749,0.006879,0.015523,0,0,0.04644,0.035265,0.019835,0.012626,0.022355
52.062,0.0132,0.012817,0.017377,0.015891,0.022254,0.013616,0.025596,0.014003,0,0.035251,0.0048482,0.012031,0.012626,0.031882
52.083,0.016837,0.018419,0.02462,0.0092218,0.038144,0.036088,0.036509,0.014003,0,0.035251,0.018775,0.019835,0.012626,0.063663
52.104,0.026153,0.019042,0.030117,0.0089045,0.062036,0.069876,0.048098,0.014003,0.016358,0.035251,0.035265,0.019835,0.012626,0.11145
52.125,0.026153,0.019042,0.027621,0.027506,0.059918,0.055299,0.048098,0.014003,0.016358,0.058181,0.0048482,0.019835,0.020816,0.09902
52.146,0.041828,0.038435,0.038519,0.01202,0.090027,0.085334,0.086038,0.023087,0.016358,0.024715,0.044172,0.046671,0.029687,0.15037
52.167,0.059258,0.059315,0.072405,0.029296,0.17178,0.17366,0.12771,0.023087,0.026974,0.04644,0.10417,0.066611,0.048985,0.29458
52.188,0.072024,0.0624,0.069296,0.012673,0.20036,0.19954,0.14229,0.023087,0.050692,0.058181,0.083096,0.066611,0.05927,0.34146
52.208,0.081258,0.078953,0.069393,0.0099279,0.20834,0.21082,0.17237,0.032928,0.038476,0.058181,0.072932,0.077067,0.05927,0.35741
52.229,0.099213,0.090449,0.08746,0.016883,0.2602,0.25358,0.20357,0.043377,0.050692,0.070406,0.10417,0.08781,0.080894,0.43951
52.25,0.11789,0.10222,0.054007,0.025405,0.24099,0.21045,0.2358,0.054341,0.063512,0.058181,0.026774,0.077067,0.092174,0.3898
52.271,0.12694,0.09601,0.059806,0.016507,0.23649,0.17102,0.2358,0.054341,0.090689,0.058181,0.044172,0.077067,0.11556,0.35741
52.292,0.12694,0.09601,0.052954,0.03615,0.1946,0.077293,0.2358,0.054341,0.090689,0.070406,0.011389,0.077067,0.13994,0.24925
52.312,0.13075,0.091829,0.083457,0.034731,0.20086,0.068431,0.2358,0.065756,0.090689,0.096117,0.044172,0.11008,0.15248,0.24925
52.333,0.12,0.073435,0.093135,0.036196,0.19349,0.058009,0.20357,0.065756,0.090689,0.083064,0.06304,0.1333,0.15248,0.23451
52.354,0.12534,0.082549,0.11219,0.039661,0.23638,0.082307,0.21956,0.065756,0.090689,0.096117,0.083096,0.15737,0.17818,0.29458
52.375,0.091166,0.045687,0.093762,0.018818,0.21371,0.050259,0.14229,0.054341,0.076863,0.10953,0.072932,0.098821,0.17818,0.24925
52.396,0.091679,0.056914,0.079123,0.022624,0.23531,0.0622,0.15718,0.054341,0.063512,0.096117,0.053443,0.08781,0.19132,0.27929
52.417,0.10119,0.062662,0.1078,0.0082479,0.27193,0.075996,0.17237,0.054341,0.076863,0.10953,0.11504,0.098821,0.21819,0.32566
52.438,0.1019,0.074566,0.08758,0.015108,0.29723,0.13091,0.18783,0.054341,0.063512,0.070406,0.093513,0.098821,0.20466,0.3898
52.458,0.089603,0.07329,0.10597,0.033692,0.30399,0.12134,0.17237,0.032928,0.063512,0.070406,0.13741,0.11008,0.21819,0.3898
52.479,0.10349,0.087257,0.12958,0.044778,0.363,0.2048,0.20357,0.043377,0.063512,0.083064,0.17239,0.1333,0.21819,0.50782
52.5,0.076987,0.07081,0.12536,0.051452,0.38734,0.21984,0.15718,0.023087,0.050692,0.070406,0.17239,0.1333,0.23189,0.5428
52.521,0.053549,0.065081,0.090462,0.040496,0.33728,0.16842,0.12771,0.00596,0.026974,0.04644,0.12613,0.098821,0.21819,0.45637
52.542,0.10205,0.10375,0.18438,0.1273,0.47621,0.3259,0.21956,0.023087,0.063512,0.058181,0.31275,0.18222,0.24577,0.70665
52.562,0.091478,0.08586,0.094434,0.031494,0.38227,0.1531,0.18783,0.023087,0.063512,0.058181,0.11504,0.11008,0.27401,0.49053
52.583,0.11075,0.10937,0.1793,0.083605,0.41725,0.20257,0.2358,0.032928,0.063512,0.083064,0.23401,0.22083,0.27401,0.56049
52.604,0.096094,0.12161,0.13877,0.1209,0.45535,0.27654,0.2358,0.014003,0.038476,0,0.22138,0.19492,0.25981,0.6509
52.625,0.14,0.12858,0.13801,0.089282,0.43903,0.17177,0.28593,0.043377,0.090689,0.035251,0.19657,0.18222,0.31757,0.56049
52.646,0.13539,0.13144,0.18805,0.10913,0.46047,0.24337,0.28593,0.043377,0.076863,0.070406,0.28596,0.20779,0.28838,0.63256
52.667,0.14365,0.12455,0.20661,0.14785,0.47507,0.22273,0.28593,0.054341,0.090689,0.058181,0.35386,0.20779,0.31757,0.63256
52.688,0.16102,0.15437,0.17094,0.10288,0.45692,0.19707,0.33803,0.054341,0.090689,0.058181,0.25971,0.19492,0.31757,0.59627
52.708,0.16577,0.15131,0.16644,0.085439,0.42759,0.11346,0.33803,0.054341,0.10495,0.070406,0.23401,0.19492,0.34737,0.50782
52.729,0.1755,0.15737,0.22359,0.12182,0.4265,0.090547,0.35581,0.065756,0.10495,0.083064,0.29929,0.28841,0.36248,0.49053
52.75,0.26243,0.16281,0.30814,0.18533,0.65444,0.34762,0.44759,0.14166,0.19805,0.096117,0.43929,0.389,0.40864,0.90025
52.771,0.42333,0.15552,0.28342,0.127,0.89531,0.38663,0.58354,0.27296,0.41349,0.13736,0.36781,0.34509,0.62193,1.1687
52.792,0.60192,0.16143,0.35678,0.17766,1.1046,0.27442,0.72745,0.41982,0.65851,0.15173,0.45392,0.46468,0.91059,1.2987
52.812,0.69295,0.2249,0.368,0.094616,1.0896,0.1725,0.90088,0.45424,0.72372,0.25961,0.41036,0.43404,0.96766,1.2116
52.833,0.62028,0.26055,0.30362,0.079539,0.92697,0.076249,0.90088,0.38601,0.57394,0.21192,0.35386,0.34509,0.87305,0.98088
52.854,0.51149,0.27091,0.30851,0.10005,0.74466,0.00031833,0.81301,0.28858,0.43288,0.19649,0.34004,0.389,0.74488,0.74443
52.875,0.40681,0.26328,0.36949,0.18902,0.59983,0.055628,0.70643,0.21243,0.30156,0.18131,0.36781,0.55934,0.63916,0.56049
52.896,0.34727,0.24282,0.36934,0.26485,0.53916,0.068779,0.62388,0.16926,0.24866,0.13736,0.31275,0.65791,0.5878,0.49053
52.917,0.37144,0.25743,0.42567,0.22268,0.53909,0.09293,0.66484,0.18343,0.26605,0.19649,0.43929,0.64122,0.6048,0.47338
52.938,0.36564,0.26116,0.40474,0.21412,0.53072,0.12899,0.66484,0.18343,0.24866,0.18131,0.42477,0.60815,0.62193,0.43951
52.958,0.3901,0.27606,0.49897,0.27261,0.56494,0.12949,0.70643,0.19782,0.26605,0.19649,0.57473,0.72569,0.65651,0.47338
52.979,0.41876,0.2699,0.58571,0.32375,0.60851,0.1424,0.72745,0.22726,0.30156,0.21192,0.76764,0.77757,0.70921,0.50782
53,0,0,0.039717,0.046711,0,0,0,0,0,0,0.027972,0.091179,0,0
53.021,0.01606,0.0099671,0.031027,0.02621,0.014389,0.01242,0.026808,0.014248,0.0071225,0.0064787,0.027972,0.058631,0.0056073,0.023171
53.042,0.036184,0.028661,0.027322,0.016526,0.033856,0.02925,0.063121,0.0060643,0.039367,0.015222,0.046151,0.020593,0.013173,0.054539
53.062,0.059536,0.033651,0.015721,0.02723,0.045516,0.045739,0.090129,0.023492,0.064986,0.047164,0,0,0.013173,0.077858
53.083,0.080551,0.0374,0.010055,0.013273,0.064358,0.072386,0.11887,0.044138,0.078648,0.0251,0.0050647,0,0.013173,0.11554
53.104,0.13903,0.062703,0.025434,0.02933,0.08658,0.078636,0.18061,0.066911,0.16958,0.059089,0.011898,0.0053169,0.030975,0.14218
53.125,0.1991,0.060959,0.092709,0.021484,0.1221,0.12886,0.24711,0.13052,0.21967,0.11125,0.097716,0.069164,0.030975,0.21322
53.146,0.24471,0.089982,0.096421,0.023636,0.1221,0.12886,0.31767,0.14416,0.27229,0.11125,0.10885,0.069164,0.030975,0.21322
53.167,0.31191,0.09739,0.13363,0.036772,0.142,0.14311,0.4109,0.2162,0.30865,0.15411,0.1556,0.091179,0.040802,0.24319
53.188,0.31569,0.072873,0.18501,0.059184,0.12701,0.12192,0.39183,0.2466,0.30865,0.18416,0.24461,0.12625,0.040802,0.21322
53.208,0.32847,0.093372,0.17332,0.077289,0.12701,0.12192,0.43016,0.2466,0.30865,0.18416,0.24461,0.091179,0.040802,0.21322
53.229,0.30959,0.074506,0.22818,0.099426,0.13708,0.15006,0.39183,0.2466,0.29035,0.15411,0.34118,0.18925,0.030975,0.24319
53.25,0.38241,0.095646,0.3652,0.18449,0.1401,0.16742,0.43016,0.44478,0.27229,0.18416,0.55295,0.35851,0.021719,0.25848
53.271,0.35905,0.10622,0.30397,0.12444,0.1244,0.168,0.43016,0.41004,0.23694,0.169,0.41415,0.32876,0.0056073,0.24319
53.292,0.27731,0.10726,0.23671,0.13014,0.12924,0.18278,0.33589,0.34252,0.15351,0.097621,0.35552,0.25698,0,0.25848
53.312,0.21779,0.089413,0.19971,0.1082,0.1216,0.17196,0.29968,0.23129,0.12239,0.084362,0.29895,0.21582,0,0.24319
53.333,0.12024,0.060096,0.19269,0.14214,0.077954,0.11024,0.16469,0.14416,0.051867,0.035801,0.31289,0.22937,0,0.15591
53.354,0.078661,0.044222,0.18447,0.14234,0.038929,0.055054,0.1043,0.10408,0.027598,0.0251,0.29895,0.22937,0,0.077858
53.375,0.051488,0.052051,0.18578,0.14838,0.038929,0.055054,0.05038,0.10408,0,0.015222,0.28515,0.25698,0,0.077858
53.396,0.020738,0.030127,0.25943,0.26067,0.038929,0.055054,0.006919,0.055295,0,0,0.52132,0.25698,0,0.077858
53.417,0.0020214,0.0035012,0.18531,0.16185,0.0070268,0.0099374,0,0.0060643,0,0,0.29895,0.25698,0,0.014054
53.438,0,0,0.2578,0.22327,0,0,0,0,0,0,0.38459,0.38881,0,0
53.458,0,0,0.27684,0.24462,0,0,0,0,0,0.0064787,0.34118,0.48285,0,0
53.479,0,0,0.19809,0.14189,0,0,0,0,0,0.047164,0.21835,0.32876,0,0
53.5,0.0020214,0.0035012,0.14444,0.12748,0.019328,0.019404,0,0.0060643,0,0.11125,0.036844,0.28523,0.0056073,0.033048
53.521,0.037085,0.017897,0.33033,0.16024,0.05933,0.026202,0.05038,0.044138,0.016736,0.23117,0.24461,0.5152,0.040802,0.077858
53.542,0.079268,0.046816,0.5327,0.19086,0.075968,0.019969,0.11887,0.09134,0.027598,0.31414,0.61748,0.66649,0.061847,0.090088
53.562,0.098498,0.0589,0.80821,0.3297,0.094252,0.030111,0.16469,0.078938,0.051867,0.45724,0.85595,1.1114,0.07296,0.11554
53.583,0.0864,0.070593,0.8384,0.40994,0.10587,0.013684,0.16469,0.066911,0.027598,0.45724,0.78589,1.2721,0.096191,0.11554
53.604,0.066781,0.073639,0.71286,0.41375,0.09314,0.0043156,0.14908,0.044138,0.0071225,0.3664,0.60119,1.171,0.096191,0.090088
53.625,0.058143,0.066836,0.57906,0.38924,0.081094,0.021351,0.1338,0.033506,0.0071225,0.26371,0.45939,1.0141,0.096191,0.065996
53.646,0.034792,0.04845,0.43515,0.40294,0.058248,0.020807,0.090129,0.014248,0,0.19958,0.20545,0.90041,0.07296,0.043535
53.667,0.023062,0.034825,0.40029,0.46614,0.042509,0.027348,0.063121,0.0060643,0,0.15411,0.10885,0.93791,0.061847,0.023171
53.688,0.023062,0.034825,0.41367,0.43778,0.042509,0.027348,0.063121,0.0060643,0,0.15411,0.1678,0.91911,0.061847,0.023171
53.708,0.018815,0.027504,0.28855,0.40725,0.027428,0.018914,0.05038,0.0060643,0,0.11125,0,0.75439,0.040802,0.014054
53.729,0.017496,0.019326,0.15249,0.25853,0.022514,0.011965,0.03824,0.014248,0,0.0064787,0,0.451,0.030975,0.014054
53.75,0.014768,0.020552,0.11452,0.19836,0.010859,0.015358,0.03824,0.0060643,0,0,0,0.34357,0.021719,0
53.771,0.014768,0.020552,0.1195,0.20699,0.010859,0.015358,0.03824,0.0060643,0,0,0,0.35851,0.021719,0
53.792,0.010958,0.014058,0.090343,0.15648,0.010859,0.015358,0.026808,0.0060643,0,0,0,0.27103,0.021719,0
53.812,0.0074406,0.0082157,0.071939,0.1246,0.010859,0.015358,0.016258,0.0060643,0,0,0,0.21582,0.021719,0
53.833,0.0074406,0.0082157,0.071939,0.1246,0.010859,0.015358,0.016258,0.0060643,0,0,0,0.21582,0.021719,0
53.854,0.0074406,0.0082157,0.071939,0.1246,0.010859,0.015358,0.016258,0.0060643,0,0,0,0.21582,0.021719,0
53.875,0.0074406,0.0082157,0.067481,0.11688,0.010859,0.015358,0.016258,0.0060643,0,0,0,0.20244,0.021719,0
53.896,0.0074406,0.0082157,0.067481,0.11688,0.010859,0.015358,0.016258,0.0060643,0,0,0,0.20244,0.021719,0
53.917,0,0,0.042085,0.072893,0.0028036,0.003965,0,0,0,0,0,0.12625,0.0056073,0
53.938,0,0,0.038104,0.065998,0,0,0,0,0,0,0,0.11431,0,0
53.958,0,0,0.042085,0.072893,0,0,0,0,0,0,0,0.12625,0,0
53.979,0.0047493,0.008226,0.042085,0.072893,0.0028036,0.003965,0,0.014248,0,0,0,0.12625,0.0056073,0
54,0.033004,0.0053302,0.030548,0.043025,0.03079,0.043544,0.038083,0.033475,0.027454,0.0064474,0.0049737,0.080222,0.061581,0
54.021,0.022273,0.0051309,0.02,0.02476,0.023277,0.024536,0.026699,0.02347,0.016649,0.0064474,0.0049737,0.048578,0.040627,0.0059278
54.042,0.01877,0.0040769,0.047725,0.042531,0.015421,0.021808,0.016191,0.02347,0.016649,0.0064474,0.045319,0.091407,0.030842,0
54.062,0.015582,0.0082094,0.049505,0.057344,0.015421,0.021808,0.016191,0.02347,0.0070854,0.0064474,0.027468,0.1146,0.030842,0
54.083,0.0020196,0.003498,0.016193,0.028047,0.0065584,0.0092749,0,0.0060588,0,0,0,0.048578,0.013117,0
54.104,0.0066783,0.00054529,0.033448,0.02344,0.0065584,0.0092749,0.0068908,0.0060588,0.0070854,0.0064474,0.045319,0.048578,0.013117,0
54.125,0.0066783,0.00054529,0.044536,0.039395,0.0095223,0.0050833,0.0068908,0.0060588,0.0070854,0,0.07483,0.058778,0.013117,0.0059278
54.146,0.0023618,0.0040907,0.025349,0.024358,0,0,0,0,0.0070854,0,0.027468,0.048578,0,0
54.167,0.0043814,0.0038289,0.034417,0.032015,0.0065584,0.0092749,0,0.0060588,0.0070854,0.0064474,0.027468,0.069336,0.013117,0
54.188,0.0071067,0.0071174,0.033802,0.026246,0.0057555,0.00024366,0,0.014235,0.0070854,0.0064474,0.03618,0.058778,0.0055832,0.0059278
54.208,0.0066783,0.00054529,0.015857,0.012051,0.0057555,0.00024366,0.0068908,0.0060588,0.0070854,0.0064474,0.011684,0.029441,0.0055832,0.0059278
54.229,0.0075692,0.0084266,0.060146,0.042159,0.0057555,0.00024366,0,0.0060588,0.016649,0.024978,0.10688,0.048578,0.0055832,0.0059278
54.25,0.0098661,0.0058887,0.039806,0.031162,0.0057555,0.00024366,0.0068908,0.0060588,0.016649,0.015149,0.07483,0.029441,0.0055832,0.0059278
54.271,0.0098661,0.0058887,0.009984,0.013221,0.0057555,0.00024366,0.0068908,0.0060588,0.016649,0.024978,0.0049737,0,0.0055832,0.0059278
54.292,0.0098661,0.0058887,0.037443,0.032971,0.0057555,0.00024366,0.0068908,0.0060588,0.016649,0.024978,0.07483,0.012522,0.0055832,0.0059278
54.312,0.0075692,0.0084266,0.014747,0.013087,0.0057555,0.00024366,0,0.0060588,0.016649,0.024978,0.019262,0,0.0055832,0.0059278
54.333,0.0043814,0.0038289,0.026603,0.027452,0.0057555,0.00024366,0,0.0060588,0.0070854,0.024978,0.054832,0,0.0055832,0.0059278
54.354,0.037256,0.012872,0.028757,0.029422,0.023277,0.024536,0.026699,0.033475,0.051595,0.058802,0.027468,0,0.040627,0.0059278
54.375,0.048942,0.013928,0.025377,0.039725,0.02841,0.031795,0.038083,0.044097,0.064645,0.071158,0.0049737,0,0.050893,0.0059278
54.396,0.052972,0.010556,0.034866,0.043746,0.02841,0.031795,0.050174,0.044097,0.064645,0.083953,0,0.020644,0.050893,0.0059278
54.417,0.037256,0.012872,0.023775,0.030974,0.018385,0.017617,0.026699,0.033475,0.051595,0.058802,0,0.012522,0.030842,0.0059278
54.438,0.037256,0.012872,0.023775,0.030974,0.018385,0.017617,0.026699,0.033475,0.051595,0.058802,0,0.012522,0.030842,0.0059278
54.458,0.0077589,0.0081166,0.013652,0.019216,0.015421,0.021808,0.016191,0,0.0070854,0.035627,0,0.0053301,0.030842,0
54.479,0.0075692,0.0084266,0.015645,0.027098,0.020313,0.028727,0,0.0060588,0.016649,0.046935,0,0,0.040627,0
54.5,0,0,0.0083261,0.014421,0.010813,0.015292,0,0,0,0.024978,0,0,0.021626,0
54.521,0,0,0.0039258,0.0034455,0.0065584,0.0092749,0,0,0,0.0064474,0,0.0053301,0.013117,0
54.542,0,0,0.0021491,0.0037224,0.0065584,0.0092749,0,0,0,0.0064474,0,0,0.013117,0
54.562,0,0,0,0,0.0027916,0.0039479,0,0,0,0,0,0,0.0055832,0
54.583,0,0,0,0,0.0027916,0.0039479,0,0,0,0,0,0,0.0055832,0
54.604,0,0,0,0,0.0027916,0.0039479,0,0,0,0,0,0,0.0055832,0
54.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.833,0,0,0.0050495,0.0087461,0,0,0,0,0,0.015149,0,0,0,0
54.854,0,0,0.0021491,0.0037224,0,0,0,0,0,0.0064474,0,0,0,0
54.875,0,0,0.0050495,0.0087461,0,0,0,0,0,0.015149,0,0,0,0
54.896,0.0022969,0.0039784,0.0050495,0.0087461,0,0,0.0068908,0,0,0.015149,0,0,0,0
54.917,0.0046587,0.0040357,0.0083261,0.014421,0,0,0.0068908,0,0.0070854,0.024978,0,0,0,0
54.938,0,0,0.0083261,0.014421,0,0,0,0,0,0.024978,0,0,0,0
54.958,0.0046587,0.0040357,0.0083261,0.014421,0,0,0.0068908,0,0.0070854,0.024978,0,0,0,0
54.979,0.0046587,0.0040357,0.011876,0.020569,0,0,0.0068908,0,0.0070854,0.035627,0,0,0,0
55,0.0098706,0.0059006,0.077162,0.097618,0.032493,0.045952,0.0068978,0.0060476,0.016666,0,0.044583,0.1869,0,0.064986
55.021,0.0071005,0.0071043,0.084514,0.12372,0.032493,0.045952,0,0.014209,0.0070928,0,0.027023,0.22652,0,0.064986
55.042,0.0043151,0.0037611,0.080054,0.11604,0.021435,0.030313,0.0068978,0.0060476,0,0,0.027023,0.21314,0,0.04287
55.062,0.0098706,0.0059006,0.081498,0.12562,0.021435,0.030313,0.0068978,0.0060476,0.016666,0.0064787,0.011494,0.22652,0,0.04287
55.083,0.0066794,0.00055574,0.080668,0.10431,0.021435,0.030313,0.0068978,0.0060476,0.0070928,0.0064787,0.035593,0.19993,0,0.04287
55.104,0.0046635,0.0040399,0.059651,0.099111,0.016272,0.023012,0.0068978,0,0.0070928,0,0.0048931,0.17406,0,0.032543
55.125,0.0098706,0.0059006,0.08392,0.077465,0.016272,0.023012,0.0068978,0.0060476,0.016666,0.0064787,0.083871,0.16141,0,0.032543
55.146,0.0046635,0.0040399,0.066092,0.10463,0.011409,0.016135,0.0068978,0,0.0070928,0.0064787,0.0048931,0.1869,0,0.022818
55.167,0.0074185,0.0081904,0.077666,0.12895,0.011409,0.016135,0.016208,0.0060476,0,0.0064787,0,0.22652,0,0.022818
55.188,0.012974,0.0060027,0.043625,0.060047,0.013472,0.00051892,0.016208,0.0060476,0.016666,0.0064787,0.011494,0.1129,0.013105,0.013839
55.208,0.015694,0.0013068,0.041883,0.045356,0.013472,0.00051892,0.016208,0.014209,0.016666,0,0.035593,0.090055,0.013105,0.013839
55.229,0.012974,0.0060027,0.042706,0.026595,0.017723,0.0054925,0.016208,0.0060476,0.016666,0.015222,0.044583,0.068312,0.021607,0.013839
55.25,0.012974,0.0060027,0.056515,0.052879,0.013749,0.011113,0.016208,0.0060476,0.016666,0.015222,0.11612,0.038208,0.021607,0.0058906
55.271,0.012974,0.0060027,0.083812,0.1322,0.010803,0.015278,0.016208,0.0060476,0.016666,0.015222,0.23621,0,0.021607,0
55.292,0.0075713,0.0084369,0.14976,0.24171,0.015408,0.02179,0,0.0060476,0.016666,0.015222,0.4288,0.0052517,0.030815,0
55.312,0.013476,0.012138,0.16161,0.26977,0.015408,0.02179,0.0068978,0.0060476,0.027483,0.0064787,0.47311,0.0052517,0.030815,0
55.333,0.0023643,0.004095,0.047983,0.078605,0.015408,0.02179,0,0,0.0070928,0,0.1387,0.0052517,0.030815,0
55.354,0,0,0.014861,0.02574,0.010803,0.015278,0,0,0,0,0.044583,0,0.021607,0
55.375,0,0,0.031462,0.054493,0.0065527,0.0092669,0,0,0,0,0.094385,0,0.013105,0
55.396,0,0,0.027957,0.048423,0,0,0,0,0,0,0.083871,0,0,0
55.417,0,0,0.027957,0.048423,0,0,0,0,0,0,0.083871,0,0,0
55.438,0,0,0.01798,0.031143,0,0,0,0,0,0,0.053941,0,0,0
55.458,0,0,0.014861,0.02574,0,0,0,0,0,0,0.044583,0,0,0
55.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55.521,0.038942,0.067449,0.2284,0.21413,0.13491,0.19079,0,0.11683,0,0.015222,0.44346,0.22652,0.26982,0
55.542,0.094099,0.12104,0.37458,0.25936,0.22039,0.31167,0,0.23065,0.051649,0.097621,0.61174,0.41439,0.44077,0
55.562,0.1107,0.159,0.57838,0.38697,0.26209,0.37065,0,0.29289,0.039203,0.13951,0.72507,0.87055,0.52418,0
55.583,0.10853,0.17375,0.6166,0.38185,0.30312,0.33677,0,0.30894,0.016666,0.18416,0.75829,0.90736,0.54125,0.064986
55.604,0.14864,0.13962,0.6228,0.37215,0.37173,0.14425,0,0.27704,0.16887,0.21526,0.70859,0.94456,0.47374,0.26973
55.625,0.20542,0.1779,0.67236,0.36035,0.44495,0.13618,0,0.30894,0.30734,0.26371,0.8088,0.94456,0.54125,0.34866
55.646,0.29543,0.24322,0.74069,0.32414,0.47469,0.26803,0.016208,0.40889,0.46119,0.3664,0.92974,0.92591,0.66421,0.28516
