Day of Year,Pinus strobiformis Average Sap flow,Pinus strobiformis sd, Pinus ponderosa Avg. sap flow,Pinus ponderosa sd, Pseudotsuga menziesii Avg. sap flow, Pseudotsuga menziesii sd,Pinus strobiformis  Sensor M1S,Pinus strobiformis Sensor M2N, Pinus strobiformis Sensor M2S, Pinus ponderosa Sensor P1N, Pinus ponderosa Sensor P3S, Pinus ponderosa Sensor P3N,Pseudotsuga menziesii Sensor D1S,Pseudotsuga menziesii Sensor D2S
[Julian Day],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1],[cm hr-1] ,[cm hr-1]
1,0,0,0.0064158,0.0066494,0,0,0,0,0,0,0.013276,0.0059709,0,0
1.0208,0.026163,0.015868,0.0061894,0.01072,0.020976,0.021113,0.0081706,0.038161,0.032157,0.018568,0,0,0.035905,0.0060476
1.0417,0.10086,0.0093821,0.070512,0.0040762,0.072494,0.055269,0.090289,0.10408,0.1082,0.072126,0.073534,0.065876,0.11158,0.033413
1.0625,0.2894,0.01154,0.26987,0.016217,0.17101,0.17959,0.29256,0.29906,0.27663,0.26325,0.28835,0.25801,0.298,0.044016
1.0833,0.30917,0.029415,0.32438,0.035724,0.22088,0.10906,0.33387,0.31701,0.27663,0.30258,0.3656,0.30495,0.298,0.14376
1.1042,0.3555,0.032558,0.35926,0.033325,0.26799,0.11573,0.37633,0.3722,0.31799,0.34304,0.39759,0.33715,0.34982,0.18615
1.125,0.40421,0.041061,0.399,0.055768,0.33239,0.10042,0.44205,0.41004,0.36055,0.36368,0.4633,0.37003,0.40339,0.26138
1.1458,0.75195,0.071218,0.77806,0.10691,0.57235,0.23117,0.82859,0.73947,0.6878,0.70192,0.90029,0.73199,0.73582,0.40889
1.1667,0.76934,0.09989,0.94271,0.23601,0.73049,0.066963,0.88076,0.73947,0.6878,0.75068,1.2062,0.87126,0.77784,0.68315
1.1875,0.58237,0.13075,0.74357,0.235,0.67745,0.11891,0.72668,0.54859,0.47182,0.53777,0.99963,0.69332,0.59337,0.76153
1.2083,0.52236,0.11681,0.59977,0.16427,0.61875,0.063813,0.65247,0.48809,0.42651,0.4707,0.78468,0.54393,0.57363,0.66388
1.2292,1.0056,0.16025,1.2044,0.31481,0.89172,0.2121,1.1817,0.96677,0.86831,0.95351,1.5576,1.1019,1.0417,0.74174
1.25,1.2924,0.16811,1.4426,0.46496,1.0355,0.44324,1.4747,1.259,1.1435,0.97972,1.9096,1.4384,1.3489,0.72208
1.2708,1.3567,0.13883,1.6172,0.33123,1.0627,0.50932,1.505,1.3352,1.2299,1.3366,1.9826,1.5323,1.4228,0.70255
1.2917,1.0656,0.13287,1.244,0.29959,0.92993,0.32157,1.2102,1.0379,0.94879,1.0061,1.5804,1.1454,1.1573,0.70255
1.3125,1.283,0.18099,1.5242,0.36742,1.0699,0.46409,1.4747,1.259,1.1151,1.2236,1.9338,1.4152,1.3981,0.74174
1.3333,1.3572,0.16837,1.5504,0.32413,1.0273,0.59456,1.5355,1.3352,1.2009,1.2798,1.9096,1.4617,1.4477,0.60688
1.3542,1.8716,0.23043,2.1353,0.38268,1.323,0.87746,2.1136,1.8462,1.6548,1.7843,2.5433,2.0784,1.9435,0.70255
1.375,1.6996,0.22793,1.9265,0.40031,1.2655,0.76844,1.9474,1.6524,1.499,1.5707,2.36,1.8489,1.8088,0.72208
1.3958,1.4621,0.18646,1.6172,0.33123,1.1542,0.66622,1.6591,1.4388,1.2884,1.3366,1.9826,1.5323,1.6253,0.68315
1.4167,1.6778,0.19286,1.7514,0.34221,1.1892,0.87629,1.8822,1.6524,1.499,1.4231,2.106,1.725,1.8088,0.56956
1.4375,1.7586,0.21079,1.9268,0.41721,1.244,0.8744,1.9803,1.7347,1.5608,1.5707,2.3859,1.8239,1.8623,0.62574
1.4583,1.3966,0.21575,1.5952,0.44896,1.0618,0.61668,1.6279,1.3609,1.2009,1.1958,2.0811,1.5087,1.4979,0.62574
1.4792,0.96213,0.18257,1.1378,0.39428,0.61817,0.6313,1.1534,0.94335,0.78968,0.77536,1.5576,1.0804,1.0646,0.17178
1.5,1.2889,0.18329,1.6009,0.48421,0.68156,0.94378,1.4446,1.3352,1.0869,1.1407,2.106,1.556,1.3489,0.014209
1.5208,1.4031,1.0443,1.3213,0.54389,1.1271,0.4888,2.6015,0.92009,0.6878,0.80024,1.8855,1.2783,1.4727,0.78145
1.5417,0.25062,0.43408,0.30258,0.4074,0.76105,0.32021,0.75185,0,0,0,0.76581,0.14192,0.53463,0.98748
1.5625,0.077638,0.13447,0.16002,0.27717,0.21153,0.16069,0.23291,0,0,0,0.48007,0,0.097907,0.32516
1.5833,0.0064005,0.011086,0.081332,0.14087,0.093076,0.13163,0.019201,0,0,0,0.244,0,0,0.18615
1.6042,0,0,0,0,0.065077,0.092033,0,0,0,0,0,0,0,0.13015
1.625,0,0,0.053467,0.092608,0.065077,0.092033,0,0,0,0,0.1604,0,0,0.13015
1.6458,0,0,0.024511,0.042455,0.051898,0.073395,0,0,0,0,0.073534,0,0,0.1038
1.6667,0,0,0.0018837,0.0032627,0.058413,0.082608,0,0,0,0,0.0056511,0,0,0.11683
1.6875,0,0,0,0,0.14645,0.20711,0,0,0,0,0,0,0,0.29289
1.7083,0,0,0,0,0.64668,0.69596,0,0,0,0,0,0,0.15456,1.1388
1.7292,0,0,0.013707,0.023742,0.45485,0.57636,0,0,0,0,0.041122,0,0.047302,0.86239
1.75,0.05878,0.10181,0.0072963,0.012638,0.38819,0.30928,0.17634,0,0,0,0.021889,0,0.16949,0.60688
1.7708,0.10712,0.1784,0.049071,0.084993,0.4369,0.26706,0.31307,0,0.0082968,0,0.14721,0,0.24806,0.62574
1.7917,0.09752,0.16891,0,0,0.36649,0.23522,0.29256,0,0,0,0,0,0.20017,0.53282
1.8125,0.09752,0.16891,0.0044255,0.0076651,0.37326,0.19997,0.29256,0,0,0,0.013276,0,0.23186,0.51466
1.8333,0.16322,0.22281,0.020778,0.035988,0.41487,0.14113,0.41988,0.050276,0.019498,0,0.062333,0,0.31507,0.51466
1.8542,0.2553,0.24212,0.02836,0.049122,0.40633,0.1532,0.53322,0.089944,0.14275,0,0.085081,0,0.298,0.51466
1.875,0.59149,0.32026,0.049071,0.084993,0.441,0.078703,0.93374,0.29906,0.54168,0,0.14721,0,0.38535,0.49665
1.8958,0.36051,0.28187,0,0,0.28418,0.30048,0.65247,0.089944,0.33912,0,0,0,0.071715,0.49665
1.9167,0.42059,0.28415,0.017171,0.029742,0.31536,0.30753,0.70173,0.13353,0.42651,0,0.051514,0,0.097907,0.53282
1.9375,0.30662,0.25992,0,0,0.29242,0.39195,0.58024,0.062991,0.27663,0,0,0,0.015267,0.56956
1.9583,0.49299,0.31685,0,0,0.36206,0.29345,0.85457,0.26384,0.36055,0,0,0,0.15456,0.56956
1.9792,0.30576,0.3016,0,0,0.29921,0.35625,0.65247,0.10408,0.16071,0,0,0,0.047302,0.55112
2,0,0,0,0,0.046792,0.066174,0,0,0,0,0,0,0,0.093585
2.0208,0.03134,0.020328,0.059994,0.048867,0.064833,0.040661,0.047106,0.038516,0.0083963,0.11641,0.030736,0.032839,0.036081,0.093585
2.0417,0.33702,0.056359,0.35671,0.082963,0.21379,0.17,0.39269,0.33836,0.28,0.43805,0.35986,0.27221,0.334,0.093585
2.0625,0.40617,0.059412,0.41522,0.09193,0.24614,0.25115,0.46133,0.41392,0.34326,0.5028,0.42338,0.31948,0.42373,0.068554
2.0833,0.43557,0.071763,0.38216,0.049779,0.26249,0.30726,0.50843,0.43333,0.36496,0.355,0.43961,0.35188,0.47975,0.04522
2.1042,0.59342,0.080018,0.6117,0.09407,0.35101,0.43246,0.68119,0.57455,0.52453,0.68492,0.64457,0.5056,0.65681,0.04522
2.125,0.61755,0.10582,0.69412,0.1027,0.38193,0.47618,0.73268,0.59546,0.52453,0.73247,0.77214,0.57776,0.71863,0.04522
2.1458,0.54108,0.10354,0.6697,0.16432,0.34557,0.44016,0.65579,0.51291,0.45455,0.63816,0.8475,0.52343,0.65681,0.034326
2.1667,0.24196,0.095769,0.3481,0.11158,0.2108,0.24957,0.34836,0.21487,0.16265,0.31498,0.47249,0.25682,0.38727,0.034326
2.1875,0.13962,0.080975,0.2348,0.11532,0.15704,0.20144,0.22291,0.13477,0.061179,0.13268,0.35986,0.21185,0.29948,0.014596
2.2083,0.12351,0.085897,0.26859,0.066506,0.14974,0.21177,0.20323,0.13477,0.032543,0.2198,0.34434,0.24163,0.29948,0
2.2292,0.12351,0.085897,0.22394,0.099865,0.14974,0.21177,0.20323,0.13477,0.032543,0.11641,0.31377,0.24163,0.29948,0
2.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4583,0,0,0.025788,0.044665,0,0,0,0,0,0,0,0.077363,0,0
2.4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.21034,0.30307,0.15953,0.12289,0.0031806,0.0044981,0.55859,0.006337,0.066096,0.02792,0.27127,0.17938,0,0.0063613
21.021,0.26488,0.41394,0.13566,0.13218,0.0031806,0.0044981,0.74188,0,0.052753,0.0072055,0.27127,0.1285,0,0.0063613
21.042,0.097386,0.13549,0.1115,0.10917,0.0075964,0.010743,0.25212,0,0.040039,0,0.21817,0.11634,0.015193,0
21.062,0.062195,0.075744,0.10606,0.10611,0.010777,0.0062448,0.14655,0,0.040039,0.0072055,0.21817,0.092796,0.015193,0.0063613
21.083,0.042732,0.032562,0.096585,0.081614,0.021046,0.020768,0.069106,0.006337,0.052753,0.016931,0.18003,0.092796,0.035731,0.0063613
21.104,0.044168,0.020869,0.10633,0.011425,0.021046,0.020768,0.041859,0.02455,0.066096,0.093884,0.10876,0.11634,0.035731,0.0063613
21.125,0.02524,0.017222,0.097496,0.020681,0.026717,0.028787,0.029343,0.006337,0.040039,0.079568,0.12012,0.092796,0.047072,0.0063613
21.146,0.024241,0.013759,0.091147,0.0038379,0.031009,0.022717,0.017794,0.014889,0.040039,0.093884,0.08676,0.092796,0.047072,0.014946
21.167,0.016843,0.010387,0.098991,0.035085,0.031009,0.022717,0.0075721,0.014889,0.028069,0.13939,0.076145,0.08144,0.047072,0.014946
21.188,0.02025,0.0069248,0.11949,0.089034,0.03696,0.031132,0.017794,0.014889,0.028069,0.22226,0.065816,0.070389,0.058974,0.014946
21.208,0,0,0.090596,0.11466,0.041111,0.0084302,0,0,0,0.22226,0.036815,0.012711,0.047072,0.03515
21.229,0.0081833,0.014174,0.091034,0.12928,0.05264,0.0089573,0,0.02455,0,0.23974,0.02795,0.0054106,0.058974,0.046306
21.25,0.030831,0.014611,0.10901,0.14562,0.083817,0.019253,0.029343,0.046129,0.017021,0.27551,0.046114,0.0054106,0.09743,0.070203
21.271,0.023722,0.020109,0.12958,0.22444,0.096928,0.019945,0.017794,0.046129,0.0072437,0.38874,0,0,0.11103,0.082825
21.292,0.037264,0.035193,0.15623,0.2706,0.11012,0.0012826,0.041859,0.069934,0,0.4687,0,0,0.11103,0.10922
21.312,0.041456,0.041255,0.16307,0.28244,0.13109,0.011532,0.041859,0.082508,0,0.4892,0,0,0.13924,0.12293
21.333,0.033434,0.04342,0.14946,0.25888,0.13894,0.042036,0.017794,0.082508,0,0.44839,0,0,0.16867,0.10922
21.354,0.034348,0.05307,0.14946,0.25888,0.14751,0.073079,0.0075721,0.095473,0,0.44839,0,0,0.19919,0.09584
21.375,0.036266,0.062815,0.13614,0.2358,0.17301,0.12754,0,0.1088,0,0.40841,0,0,0.26319,0.082825
21.396,0.023311,0.040377,0.11036,0.19114,0.19186,0.17205,0,0.069934,0,0.33107,0,0,0.31352,0.070203
21.417,0.023311,0.040377,0.11036,0.19114,0.20599,0.22583,0,0.069934,0,0.33107,0,0,0.36568,0.046306
21.438,0.036266,0.062815,0.1231,0.21321,0.23125,0.29218,0,0.1088,0,0.36929,0,0,0.43785,0.024644
21.458,0.019264,0.033366,0.11669,0.20211,0.24068,0.33137,0,0.057791,0,0.35007,0,0,0.47499,0.0063613
21.479,0.004963,0.0085962,0.085831,0.14866,0.24691,0.34918,0,0.014889,0,0.25749,0,0,0.49382,0
21.5,0,0,0.062723,0.10864,0.28539,0.4036,0,0,0,0.18817,0,0,0.57077,0
21.521,0,0,0.051771,0.08967,0.26599,0.37616,0,0,0,0.15531,0,0,0.53197,0
21.542,0,0,0.026523,0.045939,0.24691,0.34918,0,0,0,0.079568,0,0,0.49382,0
21.562,0,0,0.017491,0.030295,0.20977,0.29666,0,0,0,0.052473,0,0,0.41953,0
21.583,0,0,0,0,0.2007,0.28383,0,0,0,0,0,0,0.4014,0
21.604,0,0,0,0,0.16536,0.23385,0,0,0,0,0,0,0.33071,0
21.625,0,0,0,0,0.13988,0.19782,0,0,0,0,0,0,0.27975,0
21.646,0,0,0,0,0.11536,0.16314,0,0,0,0,0,0,0.23072,0
21.667,0,0,0,0,0.084333,0.11926,0,0,0,0,0,0,0.16867,0
21.688,0,0,0,0,0.076905,0.10876,0,0,0,0,0,0,0.15381,0
21.708,0,0,0,0,0.042099,0.059537,0,0,0,0,0,0,0.084198,0
21.729,0,0,0,0,0.048715,0.068894,0,0,0,0,0,0,0.09743,0
21.75,0,0,0,0,0.029487,0.041701,0,0,0,0,0,0,0.058974,0
21.771,0,0,0,0,0.023536,0.033285,0,0,0,0,0,0,0.047072,0
21.792,0,0,0,0,0.017866,0.025266,0,0,0,0,0,0,0.035731,0
21.812,0,0,0,0,0.012525,0.017714,0,0,0,0,0,0,0.025051,0
21.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.28333,0.34372,0.068761,0.060737,0.10862,0.040086,0.67643,0.13424,0.039326,0.01646,0.054447,0.13538,0.13696,0.080272
22.021,0.29359,0.37232,0.051575,0.054119,0.095486,0.038814,0.72094,0.12049,0.039326,0.0070049,0.035926,0.11179,0.12293,0.068041
22.042,0.31627,0.4114,0.051843,0.0522,0.082723,0.037469,0.78899,0.12049,0.039326,0.01646,0.027276,0.11179,0.10922,0.056228
22.062,0.37569,0.50265,0.053019,0.061028,0.088629,0.029116,0.95351,0.13424,0.039326,0.01646,0.019127,0.12347,0.10922,0.068041
22.083,0.20274,0.15222,0.051575,0.054119,0.094745,0.020468,0.36613,0.17718,0.064917,0.0070049,0.035926,0.11179,0.10922,0.080272
22.104,0.14847,0.073534,0.048692,0.05558,0.10105,0.01155,0.20333,0.17718,0.064917,0.0070049,0.027276,0.11179,0.10922,0.092883
22.125,0.1224,0.049862,0.0546,0.05305,0.094362,0.0020906,0.154,0.14828,0.064917,0.0070049,0.045001,0.11179,0.09584,0.092883
22.146,0.079822,0.035758,0.056641,0.045151,0.063215,0.009882,0.093091,0.10705,0.039326,0.0070049,0.095273,0.067645,0.070203,0.056228
22.167,0.061765,0.028578,0.042901,0.033874,0.051448,0.0092852,0.052031,0.093939,0.039326,0.0070049,0.074303,0.047394,0.058013,0.044882
22.188,0.037739,0.027464,0.04437,0.047972,0.04095,0.024131,0.027685,0.068813,0.016719,0,0.095273,0.037836,0.058013,0.023887
22.208,0.023708,0.028715,0.046819,0.042408,0.035097,0.015853,0.007145,0.056865,0.0071151,0.01646,0.095273,0.028724,0.046306,0.023887
22.229,0.013867,0.018185,0.034528,0.026779,0.035097,0.015853,0.007145,0.034456,0,0.027142,0.064225,0.012217,0.046306,0.023887
22.25,0.01048,0.0091387,0.010694,0.014457,0.010556,0.0062083,0.016789,0.014651,0,0.027142,0.0049389,0,0.014946,0.0061662
22.271,0,0,0.012905,0.022352,0,0,0,0,0,0.038716,0,0,0,0
22.292,0,0,0.071531,0.083701,0,0,0,0,0,0.051007,0.16358,0,0,0
22.312,0.0047533,0.0041165,0.035151,0.030491,0,0,0.007145,0,0.0071151,0.051007,0.054447,0,0,0
22.333,0,0,0.021303,0.036897,0,0,0,0,0,0.063908,0,0,0,0
22.354,0,0,0.002335,0.0040443,0,0,0,0,0,0.0070049,0,0,0,0
22.375,0,0,0.023378,0.025768,0,0,0,0,0,0.051007,0.019127,0,0,0
22.396,0,0,0.0054865,0.009503,0,0,0,0,0,0.01646,0,0,0,0
22.417,0,0,0.018139,0.015709,0,0,0,0,0,0.027142,0.027276,0,0,0
22.438,0,0,0.017002,0.029449,0,0,0,0,0,0.051007,0,0,0,0
22.458,0,0,0.030395,0.032068,0,0,0,0,0,0.063908,0.027276,0,0,0
22.479,0,0,0.045222,0.042625,0,0,0,0,0,0.051007,0.08466,0,0,0
22.5,0,0,0.034313,0.032338,0,0,0,0,0,0.038716,0.064225,0,0,0
22.521,0,0,0.047189,0.04139,0,0,0,0,0,0.077342,0.064225,0,0,0
22.542,0,0,0.047189,0.04139,0,0,0,0,0,0.077342,0.064225,0,0,0
22.562,0,0,0.064138,0.064253,0,0,0,0,0,0.063908,0.12851,0,0,0
22.583,0,0,0.076348,0.075856,0,0,0,0,0,0.077342,0.1517,0,0,0
22.604,0,0,0.071454,0.092287,0.03402,0.048112,0,0,0,0.038716,0.17565,0,0,0.068041
22.625,0,0,0.079998,0.11585,0.028114,0.039759,0,0,0,0.027142,0.21285,0,0,0.056228
22.646,0,0,0.054528,0.094446,0.03402,0.048112,0,0,0,0,0.16358,0,0,0.068041
22.667,0,0,0.046669,0.080833,0.059567,0.08424,0,0,0,0,0.14001,0,0,0.11913
22.688,0.013164,0.022801,0.058549,0.10141,0.13329,0.1885,0.039492,0,0,0,0.17565,0,0,0.26658
22.708,0.026299,0.045551,0.03907,0.067671,0.094922,0.13424,0.078897,0,0,0,0.11721,0,0,0.18984
22.729,0.051332,0.08891,0.058549,0.10141,0.13329,0.1885,0.154,0,0,0,0.17565,0,0,0.26658
22.75,0.051332,0.08891,0.048402,0.079374,0.11762,0.16633,0.154,0,0,0,0.14001,0.0052006,0,0.23523
22.771,0.073348,0.11287,0.062622,0.098074,0.15755,0.22281,0.20333,0,0.016719,0,0.17565,0.012217,0,0.3151
22.792,0.096504,0.12499,0.065263,0.096125,0.14128,0.1998,0.2377,0,0.051812,0,0.17565,0.020142,0,0.28256
22.812,0.11873,0.15291,0.10294,0.13179,0.19983,0.2826,0.29128,0,0.064917,0,0.25148,0.057344,0,0.39965
22.833,0.1356,0.17139,0.11625,0.15437,0.19983,0.2826,0.32824,0,0.078565,0,0.2914,0.057344,0,0.39965
22.854,0.14517,0.16737,0.099623,0.13363,0.16583,0.23451,0.32824,0,0.10728,0,0.25148,0.047394,0,0.33165
22.875,0.17572,0.20768,0.10733,0.13922,0.21734,0.30736,0.40491,0,0.12226,0,0.26464,0.057344,0,0.43468
22.896,0.21438,0.26135,0.12775,0.1584,0.26251,0.37125,0.50551,0,0.13763,0,0.30499,0.078263,0,0.52503
22.917,0.24762,0.30585,0.16221,0.19244,0.30002,0.42429,0.5895,0,0.15335,0,0.37484,0.11179,0,0.60003
22.938,0.28007,0.33725,0.18371,0.20424,0.3485,0.49285,0.65443,0,0.18578,0,0.40364,0.1475,0,0.697
22.958,0.2874,0.34948,0.16937,0.1813,0.3584,0.50686,0.67643,0,0.18578,0,0.36062,0.1475,0,0.71681
22.979,0.30035,0.35944,0.12865,0.12034,0.33866,0.47894,0.6986,0,0.20246,0,0.23845,0.1475,0,0.67733
23,0.14847,0.21251,0.087298,0.11233,0.16429,0.22407,0.39384,0.023622,0.02795,0,0.21403,0.047861,0.0058485,0.32273
23.021,0.16862,0.24741,0.066801,0.078014,0.17277,0.23607,0.45429,0.023622,0.02795,0,0.15254,0.047861,0.0058485,0.3397
23.042,0.21157,0.28255,0.063583,0.079373,0.15591,0.21221,0.5378,0.044384,0.052528,0,0.15254,0.038208,0.0058485,0.30597
23.062,0.2187,0.2949,0.024777,0.021483,0.10484,0.14827,0.55918,0.044384,0.052528,0,0.036123,0.038208,0,0.20968
23.083,0.21897,0.31365,0.027995,0.024945,0.050478,0.063116,0.58075,0.023622,0.052528,0,0.036123,0.047861,0.0058485,0.095108
23.104,0.21493,0.33573,0.027995,0.024945,0.079284,0.080086,0.60251,0.014327,0.02795,0,0.036123,0.047861,0.022655,0.13591
23.125,0.17786,0.2935,0.016033,0.0043375,0.046161,0.033243,0.51662,0,0.016949,0.016093,0.011666,0.02034,0.022655,0.069667
23.146,0.017716,0.030685,0.012144,0.010729,0.044941,0.017862,0.053149,0,0,0.016093,0,0.02034,0.032311,0.057571
23.167,0.0020326,0.0035207,0.036096,0.035972,0.061494,0.011559,0,0.0060979,0,0.075611,0.027425,0.0052517,0.05332,0.069667
23.188,0.12026,0.1713,0.051258,0.060268,0.072891,0.0045592,0.31639,0.044384,0,0.11765,0.036123,0,0.076115,0.069667
23.208,0.1365,0.1478,0.070799,0.063681,0.091309,0.030606,0.29762,0.10467,0.0072131,0.13243,0.074712,0.0052517,0.11295,0.069667
23.229,0.15034,0.12355,0.078901,0.057904,0.091309,0.030606,0.26085,0.17322,0.016949,0.11765,0.10671,0.012337,0.11295,0.069667
23.25,0.14034,0.097511,0.076539,0.061978,0.086936,0.073615,0.19061,0.20245,0.02795,0.11765,0.10671,0.0052517,0.13899,0.034882
23.271,0.14478,0.10536,0.042573,0.052998,0.069495,0.098281,0.17381,0.23259,0.02795,0.10323,0.019231,0.0052517,0.13899,0
23.292,0.14839,0.10435,0.043553,0.053474,0.069495,0.098281,0.15733,0.24799,0.039869,0.10323,0.027425,0,0.13899,0
23.312,0.1577,0.11432,0.036162,0.058146,0.076201,0.10777,0.14119,0.27938,0.052528,0.10323,0,0.0052517,0.1524,0
23.333,0.18477,0.14789,0.036517,0.046753,0.097037,0.13723,0.15733,0.34446,0.052528,0.08921,0,0.02034,0.19407,0
23.354,0.2059,0.15858,0.089132,0.012587,0.1042,0.14737,0.17381,0.37807,0.065816,0.10323,0.085126,0.079036,0.20841,0
23.375,0.23359,0.19098,0.20448,0.1108,0.11885,0.16808,0.17381,0.4473,0.079653,0.08921,0.21403,0.31019,0.2377,0
23.396,0.26846,0.20283,0.21621,0.17329,0.12632,0.17865,0.24286,0.48288,0.079653,0.037851,0.22683,0.38394,0.25264,0
23.417,0.24028,0.19282,0.1157,0.098541,0.12632,0.17865,0.20773,0.4473,0.065816,0.016093,0.11786,0.21314,0.25264,0
23.438,0.098457,0.17053,0.022771,0.03944,0.1042,0.14737,0,0.29537,0,0,0,0.068312,0.20841,0
23.458,0.082662,0.14317,0.0041125,0.007123,0.11148,0.15765,0,0.24799,0,0,0,0.012337,0.22295,0
23.479,0.052989,0.09178,0.016625,0.019581,0.12632,0.17865,0,0.15897,0,0,0.011666,0.038208,0.25264,0
23.5,0.10385,0.17987,0.058306,0.0091058,0.1493,0.21114,0,0.31155,0,0.062478,0.064578,0.047861,0.29859,0
23.521,0.10385,0.17987,0.081466,0.067245,0.14155,0.20018,0,0.31155,0,0.13243,0.10671,0.0052517,0.28309,0
23.542,0.12602,0.21828,0.098357,0.12819,0.20589,0.29118,0,0.37807,0,0.24457,0.045248,0.0052517,0.41179,0
23.562,0.155,0.26848,0.093004,0.16109,0.24864,0.35163,0,0.46501,0,0.27901,0,0,0.49728,0
23.583,0.15517,0.22431,0.087224,0.15108,0.24864,0.35163,0.053149,0.41236,0,0.26167,0,0,0.49728,0
23.604,0.13745,0.23808,0.11081,0.19192,0.26624,0.37652,0,0.41236,0,0.33242,0,0,0.53248,0
23.625,0.14688,0.23035,0.1419,0.24578,0.30225,0.42745,0.028279,0.41236,0,0.4257,0,0,0.60451,0
23.646,0.17039,0.27099,0.17461,0.30244,0.34874,0.4932,0.028279,0.48288,0,0.52384,0,0,0.69749,0
23.667,0.1491,0.25825,0.2229,0.38607,0.38706,0.54739,0,0.4473,0,0.66869,0,0,0.77412,0
23.688,0.25109,0.3205,0.29646,0.51349,0.45642,0.64547,0.14119,0.61208,0,0.88939,0,0,0.91284,0
23.708,0.29326,0.3516,0.35506,0.60434,0.53912,0.76243,0.17381,0.68902,0.016949,1.0529,0,0.012337,1.0782,0
23.729,0.3553,0.38472,0.43538,0.70454,0.59261,0.83807,0.22515,0.7882,0.052528,1.2482,0,0.05791,1.1852,0
23.75,0.44694,0.41999,0.52662,0.82592,0.68096,0.96303,0.3354,0.91144,0.093984,1.4785,0,0.10135,1.3619,0
23.771,0.49005,0.40959,0.7138,0.92391,0.78436,1.1092,0.41377,0.93242,0.12396,1.7746,0.085126,0.28168,1.5687,0
23.792,0.53682,0.43161,0.8517,1.1501,0.89188,1.2613,0.47486,0.99607,0.13954,2.1741,0.085126,0.29586,1.7838,0
23.812,0.53664,0.4191,1.0265,1.504,1.0161,1.437,0.49564,0.97473,0.13954,2.7563,0.027425,0.29586,2.0322,0
23.833,0.51554,0.38634,1.2391,2.0391,1.1718,1.6571,0.49564,0.91144,0.13954,3.5925,0,0.12469,2.3435,0
23.854,0.52253,0.39712,1.5592,2.6222,1.3345,1.8872,0.49564,0.93242,0.13954,4.5868,0.011666,0.079036,2.669,0
23.875,0.55069,0.41775,1.9092,3.2654,1.5188,2.1479,0.5378,0.97473,0.13954,5.6797,0,0.047861,3.0375,0
23.896,0.57937,0.42873,2.1997,3.7727,1.7266,2.4417,0.60251,0.99607,0.13954,6.556,0.0049659,0.038208,3.4531,0
23.917,0.60901,0.43417,2.4373,4.17,1.9125,2.7046,0.69141,0.99607,0.13954,7.2523,0.011666,0.047861,3.8249,0
23.938,0.63779,0.42854,2.6005,4.4474,2.0804,2.9211,0.78317,0.97473,0.15548,7.7359,0.027425,0.038208,4.1459,0.014832
