1,0,0.018238,0.014024
1.0208,0.026277,0.004642,0.036356
1.0417,0.10515,0.056344,0.041425
1.0625,0.2959,0.25855,0.16114
1.0833,0.31072,0.3069,0.25292
1.1042,0.35457,0.33307,0.24782
1.125,0.39573,0.37054,0.34854
1.1458,0.73702,0.74507,0.97422
1.1667,0.75546,0.90691,1.4906
1.1875,0.56815,0.70534,0.62262
1.2083,0.50335,0.56203,1.6828
1.2292,0.98877,1.159,0.74952
1.25,1.2761,1.4137,2.335
1.2708,1.3369,1.5673,1.6233
1.2917,1.0514,1.1887,0.85532
1.3125,1.269,1.4638,1.9073
1.3333,1.3247,1.4946,0.83877
1.3542,1.835,2.0756,1.1114
1.375,1.6788,1.8639,1.0434
1.3958,1.4478,1.5503,0.93364
1.4167,1.6625,1.6795,1.0053
1.4375,1.7434,1.8582,1.0438
1.4583,1.3795,1.5226,0.8612
1.4792,0.93327,1.0386,0.54026
1.5,1.2673,1.4992,0.65562
1.5208,1.2584,1.2058,0.78068
1.5417,0.18796,0.22693,0.39792
1.5625,0.058228,0.12002,0.10577
1.5833,0.0048004,0.060999,0.046538
1.6042,0,0,0.17746
1.625,0,0.0401,0.4496
1.6458,0,0.018383,0.035777
1.6667,0,0.0014128,0.029206
1.6875,0,0,0.073223
1.7083,0,0,0.32334
1.7292,0,0.010281,0.33804
1.75,0.044085,0.0054723,0.19409
1.7708,0.080341,0.036803,0.27643
1.7917,0.07314,0,0.60967
1.8125,0.07314,0.0033191,0.19401
1.8333,0.12241,0.015583,0.23036
1.8542,0.19148,0.02127,0.22652
1.875,0.44765,0.036803,0.27245
1.8958,0.27038,0,0.34606
1.9167,0.31544,0.012879,0.18573
1.9375,0.22996,0,0.2127
1.9583,0.36974,0,0.18621
1.9792,0.22932,0,0.15214
2,0,0,0.68062
2.0208,0.030078,0.066378,1.0026
2.0417,0.32623,0.36342,0.62935
2.0625,0.41007,0.42368,1.0171
2.0833,0.43212,0.39063,1.126
2.1042,0.61067,0.60102,1.2424
2.125,0.64476,0.68979,1.5881
2.1458,0.57671,0.67147,1.3519
2.1667,0.23377,0.349,0.58498
2.1875,0.16953,0.23022,1.1476
2.2083,0.1661,0.25556,0.17215
2.2292,0.18868,0.22565,0.41144
2.4375,0,0,0
2.4583,0,0.019341,0.54943
2.4792,0,0,0.37177
2.5,0,0,0.38995
2.5208,0,0,0.066582
2.5417,0,0,0.0059662
2.6042,0,0,0
20.458,0,0,0
20.479,0,0,0
20.542,0,0,0
20.562,0,0,0
20.583,0,0,0
20.604,0,0,0
20.625,0,0,0
20.646,0,0,0
20.667,0,0,0
20.688,0,0,0
20.708,0,0,0
20.729,0,0,0
20.75,0,0,0
20.771,0,0,0
20.792,0,0,0
20.812,0,0,0
20.833,0,0,0
20.854,0,0,0
20.875,0,0,0
20.896,0,0,0
20.917,0,0,0
20.938,0,0,0
20.958,0,0,0
20.979,0,0,0
21,0.17123,0.13944,0.02708
21.021,0.20682,0.11131,0.025451
21.042,0.081205,0.083628,0.032569
21.062,0.052371,0.079543,0.039195
21.083,0.040214,0.082007,0.05507
21.104,0.043883,0.11705,0.06399
21.125,0.029686,0.11042,0.039768
21.146,0.028937,0.12848,0.039166
21.167,0.020798,0.1629,0.039999
21.188,0.020913,0.20114,0.064967
21.208,0,0.17172,0.074971
21.229,0.0061375,0.12165,0.077327
21.25,0.023123,0.13513,0.11136
21.271,0.017792,0.22458,0.1542
21.292,0.029426,0.26925,0.18727
21.312,0.031092,0.25781,0.19325
21.333,0.025075,0.22362,0.19717
21.354,0.025761,0.21973,0.21969
21.375,0.0272,0.1834,0.24176
21.396,0.017484,0.12635,0.2559
21.417,0.017484,0.11104,0.26297
21.438,0.0272,0.12355,0.29966
21.458,0.014448,0.1129,0.2995
21.479,0.0037223,0.076359,0.28817
21.5,0,0.064149,0.29795
21.521,0,0.061379,0.29297
21.542,0,0.019892,0.25116
21.562,0,0.013118,0.25082
21.583,0,0,0.21915
21.604,0,0,0.16743
21.625,0,0,0.13556
21.646,0,0,0.12526
21.667,0,0,0.099171
21.688,0,0,0.11484
21.708,0,0,0.074574
21.729,0,0,0.12181
21.75,0,0,0.13686
21.771,0,0.011985,0.14971
21.792,0,0.0072637,0.15
21.812,0,0.017106,0.16074
21.833,0,0.0030894,0.15517
21.854,0,0,0.13587
21.875,0,0,0.1394
21.896,0,0,0.14502
21.917,0,0,0.12808
